Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
鋼刷,steel brush,居家生活,Home & Living,Home & Living,Home & Living
龍角散喉糖,Ryukakusan throat lozenges,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
台灣做愛,taiwan sex,其他類別,Health,Beauty,Home & Living
3a大作,3a masterpiece,遊戲王,Hardware & 3C,Game Kingdom,
義大皇家酒店,Eda Royal Hotel,服務、票券,Tickets & Services,Tickets & Services,
我推的孩子,I push the kid,娛樂、收藏,Books,Books,
髮香噴霧,fragrance spray,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
1111購物,1111 shopping,Platform Terms ( Shopee / Momo),Mobile & Gadgets,Home & Living,
15.6吋筆電包,15.6-inch laptop bag,3C與筆電,Hardware & 3C,Hardware & 3C,
3900x,3900x,3C與筆電,Hardware & 3C,Hardware & 3C,
66girls,66girls,女生衣著,Women's Apparel,Women's Apparel,
airpods max,airpods max,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
anycast,anycast,家電影音,Mobile & Gadgets,Home Electronic,Home Electronic
apple watch 錶帶,apple watch strap,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
bnq,bnq,居家生活,,Women Accessories,
ck 內褲,ck panties,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
corona,corona,家電影音,Home Electronic,Home Electronic,Home Electronic
dell,dell,3C與筆電,Hardware & 3C,Hardware & 3C,
etudehouse,etudehouse,美妝保健,Health & Beauty,Health & Beauty,
galaxy s10,galaxy s10,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
galaxy watch active,galaxy watch active,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
godox,godox,3C與筆電,Hardware & 3C,Hardware & 3C,
grado,grado,手機平板與周邊,Hardware & 3C,Hardware & 3C,Hardware & 3C
gregory,gregory,戶外與運動用品,Men's Bags& Accessories,Men's Bags& Accessories,
gtx 1080,gtx 1080,3C與筆電,Hardware & 3C,Hardware & 3C,
hollow knight,hollow knight,遊戲王,Game Kingdom,Game Kingdom,
iphone 11 pro,iphone 11 pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
iphone二手,used iphone,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
jks,jks,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
jlab epic air,jlab epic air,手機平板與周邊,Hardware & 3C,Hardware & 3C,
l'occitane,l'occitane,美妝保健,Health & Beauty,Health & Beauty,
lg舒適毯,lg comfort blanket,居家生活,Home & Living,Home & Living,
poiema,poiema,家電影音,Home Electronic,Home Electronic,Home Electronic
s20,s20,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
samsung s8,samsung s8,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
shoopen,Shoopen,男女鞋,Women Shoes,Men Shoes,Men Shoes
sony rx100m7,sony rx100m7,3C與筆電,Hardware & 3C,Hardware & 3C,
taotronics tt-bh07,taotronics tt-bh07,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
type c 耳機,type c headphones,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
u12+,u12+,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
vx3211-4k,vx3211-4k,3C與筆電,Hardware & 3C,Hardware & 3C,
wet n wild,wet n wild,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
xperia 5,xperia 5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
yonex,yonex,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
zb602kl,zb602kl,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
中古機車,used motorcycle,汽機車零件百貨,Motors,Motors,
任天堂switch,Nintendo switch,遊戲王,Game Kingdom,Game Kingdom,
停電,power failure,居家生活,Home & Living,Sports & Outdoors,
傢俱,furniture,居家生活,Home & Living,Home & Living,
兒童書桌,children's desk,居家生活,Home & Living,Home & Living,Mother & Baby
兒童水壺,children's kettle,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
內衣,underwear,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
冰渦輪,ice turbine,3C與筆電,Hardware & 3C,Hardware & 3C,
升降曬衣架,lifting clothes drying rack,居家生活,Home & Living,Home & Living,Home & Living
可可粉,cocoa powder,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
噴霧機,Sprayer,居家生活,Home & Living,Home & Living,Home & Living
墨鏡,sunglasses,女生配件,Women Accessories,Women Accessories,Women Accessories
天鐵,Tiantie,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
夾式耳環,clip-on earrings,女生配件,Women Accessories,Women Accessories,Women Accessories
妖精的尾巴,fairy tail,娛樂、收藏,Life & Entertainment,Life & Entertainment,
富發牌,Fufa brand,男女鞋,Women Shoes,Women Shoes,Women Shoes
小田飛鳥,Asuka Oda,娛樂、收藏,Books,Books,
小米筆電,Xiaomi laptop,3C與筆電,Hardware & 3C,Hardware & 3C,
小蘇打粉,baking soda powder,居家生活,Home & Living,Home & Living,Home & Living
年菜,New Year dishes,美食、伴手禮,Food & Beverages,Food & Beverages,
愛迪達拖鞋,Adidas slippers,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
我們真的學不來,We really can't learn,書籍及文創商品,Books,Life & Entertainment,
手機防水袋,mobile phone waterproof bag,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
手環,bracelet,女生配件,Women Accessories,Women Accessories,Women Accessories
捲簾,roller blind,居家生活,Home & Living,Home & Living,Home & Living
掀床,Turn up the bed,居家生活,Home & Living,Home & Living,Home & Living
早安面膜,good morning mask,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
望遠鏡,telescope,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
果凍花,jelly flower,居家生活,Food & Beverages,Home & Living,
機車推薦,Motorcycle recommendation,汽機車零件百貨,Motorcycles,"Tickets, Vouchers & Services","Tickets, Vouchers & Services"
浴巾,bath towel,居家生活,Home & Living,Home & Living,Home & Living
玩具批發,toys wholesale,嬰幼童與母親,Mother & Baby,Mother & Baby,
瑜珈褲,yoga pants,戶外與運動用品,Women's Apparel,Women's Apparel,Women's Apparel
瓦斯爐,gas stove,家電影音,Home Electronic,Home Electronic,Home Electronic
生春堂,Shengchuntang,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
百香果,passion fruit,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
砂糖橘,sugar orange,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
紙杯,paper cup,居家生活,Home & Living,Home & Living,Home & Living
紙箱,carton,居家生活,Home & Living,Home & Living,Home & Living
素顏霜,No makeup cream,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
綠水鬼,green water ghost,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,
羅漢松,Podocarpus,居家生活,Home & Living,Home & Living,Home & Living
美乳,beautiful breasts,美妝保健,Health & Beauty,Health & Beauty,
老乾媽,Laoganma,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
華米手錶,Huami watch,手機平板與周邊,Hardware & 3C,Hardware & 3C,Mobile & Gadgets
蒲公英衛生紙,Dandelion toilet paper,居家生活,Home & Living,Home & Living,Home & Living
蒸氣拖把,steam mop,居家生活,Home & Living,Home & Living,Home & Living
蔓綠絨,Philodendron,居家生活,Home & Living,Home & Living,
蕨類,fern,居家生活,Home & Living,Home & Living,
薑黃粉,turmeric powder,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蜜笛詩,honey flute poem,女生衣著,Women's Apparel,Women's Apparel,
行李箱套,suitcase cover,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
視訊鏡頭,video camera,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
親愛的熱愛的,Dear beloved,娛樂、收藏,Men's Apparel,Men's Apparel,
證件套,ID cover,男生包包與配件,Home & Living,Women Bags,Women Bags
護膝,Knee pads,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
貓飼料,cat food,寵物,Pets,Pets,Pets
運動毛巾,sports towel,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
防水手套,waterproof gloves,居家生活,Motors,Motors,Motors
雙11優惠,Double 11 discount,Platform Terms ( Shopee / Momo),Health,Food & Beverages,Beauty
電容式麥克風,condenser microphone,家電影音,Home Electronic,Home Electronic,
電視架,TV stand,家電影音,Home Electronic,Home Electronic,Home Electronic
額溫槍推薦,Forehead thermometer recommendation,居家生活,Home & Living,Health & Beauty,
餐桌椅,Dining table and chairs,居家生活,Home & Living,Home & Living,Home & Living
鮮奶油,Fresh cream,美食、伴手禮,Food & Beverages,Food & Beverages,
鴨舌帽,peaked cap,男生包包與配件,Women Accessories,Women Accessories,Men's Bags& Accessories
鹽燈,salt lamp,娛樂、收藏,Home & Living,Home & Living,Home & Living
彩色口罩,Color masks,居家生活,Home & Living,Home & Living,Home & Living
寶島鐘錶,treasure island clock,女生配件,Women Accessories,Women Accessories,
麥當勞玩具,mcdonalds toys,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
手作卡片,handmade cards,居家生活,Everything Else,Everything Else,Everything Else
打鑰匙,key,居家生活,Motors,Home & Living,
阿毅輪胎,Ayi Tire,汽機車零件百貨,Motors,,
優生奶粉,Eugenic milk powder,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
糖果批發,candy wholesale,美食、伴手禮,Food & Beverages,Food & Beverages,
洋裝,dress,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
posite,position,男女鞋,Sports & Outdoors,Sports & Outdoors,
台糖酒精,Taiwan sugar alcohol,居家生活,Home & Living,Home & Living,
poco m3,poco m3,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
朔溪鞋,Shuoxi shoes,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
廚房吊櫃,kitchen wall cabinet,居家生活,Home & Living,Home & Living,
asus手機,asus mobile phone,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
中衛口罩momo,Zhongwei mask momo,居家生活,,,
chanel香水,chanel perfume,美妝保健,Health & Beauty,Health & Beauty,
3070 ti,3070ti,3C與筆電,Hardware & 3C,,
xg279q,xg279q,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
電動機車價格,Electric motorcycle price,汽機車零件百貨,Motors,Motors,
parallels,parallels,3C與筆電,Hardware & 3C,Hardware & 3C,
ssd價格,ssd price,3C與筆電,Hardware & 3C,,
jet sr價格,jet sr price,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
apple 12,apple 12,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
次氯酸水製造,Hypochlorous acid water production,居家生活,Home & Living,,
圓葉山烏龜,Round leaf mountain turtle,寵物,Home & Living,Home & Living,Home & Living
木百葉,wooden blinds,居家生活,Home & Living,Home & Living,
雪餅,Snow cake,美食、伴手禮,Food & Beverages,Food & Beverages,
鬼滅之刃角色q版,Demon Slayer character Q version,娛樂、收藏,Life & Entertainment,Home & Living,
蛋奶素,Lactotene,Others,Food & Beverages,,
古早味零食,Ancient snacks,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
norns,norns,娛樂、收藏,Home & Living,Home & Living,
oa屏風,oa screen,居家生活,Home & Living,Home & Living,
蓋斑鬥魚,Betta fish,寵物,Pets,Pets,
recolte,recolte,家電影音,Home Electronic,Home Electronic,
午仔魚,Midnight fish,美食、伴手禮,Food & Beverages,Food & Beverages,
蘇卡達象龜,sulcata tortoise,寵物,Pets,Pets,
eve,eve,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
apple watch s6,apple watch s6,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
實況野球2020,Live Football 2020,遊戲王,Game Kingdom,Game Kingdom,
無線耳機推薦,Wireless headphones recommended,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
立體 口罩,3D mask,居家生活,Home & Living,Home & Living,
marshall 音響,marshall audio,3C與筆電,Home Electronic,Home Electronic,
麻糬,Mochi,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
七夕禮物,Chinese Valentine's Day gift,Others,Home & Living,Home & Living,
dita 眼鏡,dita glasses,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,
板車輪子,Wagon wheels,居家生活,Home & Living,Home & Living,
屋頂隔熱,roof insulation,居家生活,Home & Living,Home & Living,
5378,5378,Others,Books,,
鍋,pot,居家生活,Home & Living,Home & Living,Home & Living
化妝品 收納,Cosmetics storage,居家生活,Home & Living,Home & Living,Home & Living
note 20 ultra,note 20 ultra,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
mlb官網,mlb official website,戶外與運動用品,Women Accessories,Women Accessories,
tunemakers,tunemakers,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
sym 機車,sym locomotive,汽機車零件百貨,Motors,Motors,
vivo y20,vivo y20,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
維生素 c,vitamin c,美妝保健,Health & Beauty,Health & Beauty,
airtag,airtag,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
熱紅酒,Mulled wine,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
醫療 口罩 50 入,Medical masks 50 yuan,居家生活,Health,Health,Health
nutella,nutella,美食、伴手禮,Food & Beverages,Food & Beverages,
電療機,electrotherapy machine,家電影音,Health & Beauty,Sports & Outdoors,Sports & Outdoors
kaws 公仔,kaws doll,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
精油品牌,Essential oil brand,美妝保健,Home & Living,Home & Living,
pg32uq,pg32uq,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
fsk 冰鑽,fsk ice drill,汽機車零件百貨,Motors,Motors,
水電 材料,Hydropower Materials,居家生活,Home & Living,Home & Living,
世界 地圖,world map,居家生活,Life & Entertainment,Home & Living,
小潘蛋黃酥,Xiaopan egg yolk cake,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
殷志源,Yin Zhiyuan,娛樂、收藏,Life & Entertainment,Life & Entertainment,
veja小白鞋,veja white shoes,男女鞋,Shoes,Shoes,
黑豆,black beans,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
寬庭時尚旅行毯 股東會 紀念品,Kuanting Fashion Travel Blanket Shareholders Meeting Souvenirs,居家生活,,,
伸縮餐桌,telescopic dining table,居家生活,Home & Living,Home & Living,
謝祖武 枕頭,Xie Zuwu pillow,居家生活,,Home & Living,
登山 鞋,hiking shoes,戶外與運動用品,Shoes,Sports & Outdoors,
bongdaso,bongdaso,Others,,,
nike 籃球 鞋,nike basketball shoes,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
jlab epic air anc,jlab epic air anc,手機平板與周邊,Hardware & 3C,Hardware & 3C,Hardware & 3C
護 目鏡,goggles,居家生活,Sports & Outdoors,Home & Living,
烏 魚子,mullet roe,美食、伴手禮,Food & Beverages,,
clcik me,clcik me,Others,,,
多益 考試 時間,TOEIC exam time,Others,,,
旋轉 拍賣,Spin Auction,服務、票券,,Home & Living,
糖醋醬,Sweet and sour sauce,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
vitaboz,vitaboz,美妝保健,,Health & Beauty,
植物 架,plant stand,居家生活,Home & Living,Home & Living,
bose 耳機,bose headphones,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
無職 轉生 漫畫,Jobless Reincarnation Comics,書籍及文創商品,Books & Magazines,Books & Magazines,Hobbies & Collections
拖把 推薦,mop recommended,居家生活,Home & Living,Home & Living,
味味一品麻辣臭豆腐麵,Weiwei Yipin Spicy Stinky Tofu Noodles,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
豆腐 麵,tofu noodles,美食、伴手禮,,Food & Beverages,
巴克 球,buck ball,Others,Life & Entertainment,,
冷凍 食品,frozen food,美食、伴手禮,Food & Beverages,Food & Beverages,
小米 耳機,xiaomi headphones,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Hardware & 3C
星辰 錶,star table,女生配件,Men's Bags& Accessories,Women Accessories,
samsung 平板,samsung tablet,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
琥珀眼霜,Amber eye cream,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
保溫杯推薦,Thermos cup recommendation,居家生活,Home & Living,Home & Living,
乳膠 枕,latex pillow,居家生活,Home & Living,,
液晶 螢幕,LCD screen,3C與筆電,,Hardware & 3C,
熱風 槍,hot air gun,居家生活,Home & Living,Home & Living,
永井 瑪麗亞,Nagai Maria,其他類別,,,
電擊棒,electric shock baton,Others,Pets,Sports & Outdoors,
quest2,quest2,3C與筆電,Hardware & 3C,,
momo購物網,momo shopping network,Platform Terms ( Shopee / Momo),Tickets & Services,,
保溫 袋,Insulation bag,居家生活,Sports & Outdoors,Home & Living,
鷹嘴 豆,chickpeas,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
中秋禮盒推薦,Mid-Autumn Festival gift box recommendation,美食、伴手禮,Food & Beverages,,
媽咪莉娜,Mommy Lina,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
大頭 貼,Photo sticker,娛樂、收藏,Everything Else,,
日本 porter,Japanese porter,女生包包/精品,Men's Bags& Accessories,Men's Bags& Accessories,
櫻花 瓦斯 爐,Sakura gas stove,居家生活,Home Appliances,Home Appliances,Home Appliances
遙控 器,remote control,家電影音,Home Appliances,Home Appliances,Home & Living
sabon 沐浴油,sabon shower oil,美妝保健,Health & Beauty,Health & Beauty,
d2 牛仔褲,d2 jeans,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
科沃斯,Cobos,家電影音,Home Electronic,Home Electronic,
開放 式 衣櫃,open wardrobe,居家生活,,,
instax mini liplay,instax mini liplay,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
bodyluv,bodyluv,居家生活,Home & Living,Home & Living,Home & Living
柯南 漫畫,conan comics,書籍及文創商品,Books,Books,
生髮,hair growth,美妝保健,Home & Living,Health & Beauty,
海綿,sponge,居家生活,Home & Living,Home & Living,Motors
d2避震器,d2 shock absorber,汽機車零件百貨,Motors,Motors,
jabl,jabl,居家生活,Women Bags,,
繁體 漫畫,traditional comics,書籍及文創商品,Books,Books,
k71m,k71m,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
歐美無碼,European and American uncensored,其他類別,Books,Books,
吧台 桌,bar table,居家生活,Home & Living,Home & Living,
回復 術士 的 重啟 人生 小說,Reply to Warlock’s Restart Life novel,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
水彩 筆,watercolor pen,居家生活,Home & Living,Home & Living,
fc2live,fc2live,服務、票券,,Tickets & Services,
ugg,ugg,男女鞋,Women Shoes,Women Shoes,Women Shoes
芝麻 街,sesame street,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Computers & Accessories
林 皇宮,forest palace,服務、票券,,Tickets & Services,
roots outlet,roots outlet,女生衣著,Women's Apparel,,
大衣 外套,coat jacket,女生衣著,Women's Apparel,Women's Apparel,
galaxy tab s7,galaxy tab s7,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
泰式奶茶,Thai milk tea,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
scheming gg,scheminggg,女生衣著,Women's Apparel,Women's Apparel,
heme 眼影,heme eye shadow,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
男生衣服,boys clothes,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
衣帽架 推薦,Coat rack recommended,居家生活,Home & Living,Home & Living,Home & Living
6900 xt,6900xt,3C與筆電,Hardware & 3C,,
二手 書店,second hand bookstore,書籍及文創商品,Books,,
車位 出租,Parking space for rent,服務、票券,Everything Else,Everything Else,
套裝,suit,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
海馬手提箱套組,Haima Suitcase Set,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Home & Living
momo卡回饋,momo card rewards,Others,"Tickets, Vouchers & Services",Men Bags,Men Bags
aldo,aldo,男女鞋,Women Shoes,Women Shoes,
glutamine,glutamine,美妝保健,Health & Beauty,Sports & Outdoors,
河北彩花,Hebei Caihua,Others,,Life & Entertainment,
淨斯本草飲,Jingsi Herbal Drink,美妝保健,Food & Beverages,Health & Beauty,
臀圍怎麼量,How to measure hip circumference,Others,,,
歐姆龍血氧機momo,Omron oximeter momo,3C與筆電,,,
助聽器價格,hearing aid price,居家生活,Health,Home & Living,Home & Living
皮皮,Pippi,娛樂、收藏,Mother & Baby,Women's Apparel,
雙寶居家保健生活館,Shuangbao Home Health Care Center,美妝保健,Home & Living,Health & Beauty,
蝦皮物流查詢,Shopee Logistics Inquiry,Platform Terms ( Shopee / Momo),Food & Beverages,Food & Beverages,Food & Beverages
coach包包,coach bag,女生包包/精品,Women Bags,Women Bags,
長毛象,mammoth,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
咖哩塊,curry cubes,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
火鍋底料,hot pot base,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
力匯,Lihui,美妝保健,Health & Beauty,Health & Beauty,
紙紮,Paper tie,娛樂、收藏,Everything Else,Everything Else,Everything Else
丁香魚,clove fish,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
窩在家,Stay at home,書籍及文創商品,Pets,Pets,
山東饅頭,Shandong steamed buns,美食、伴手禮,Food & Beverages,Food & Beverages,
草莓乾,Dried strawberries,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
卡典西德,kathienside,居家生活,Home & Living,Home & Living,Home & Living
手動擠乳器,manual breast pump,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
狗籠,dog crate,寵物,Pets,Pets,Pets
迷姦,rape,Others,Food & Beverages,Health & Beauty,
air pod,air pod,手機平板與周邊,,Mobile & Gadgets,
羊脂膏,suet ointment,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
the north face背包,the north face backpack,戶外與運動用品,Men's Bags& Accessories,Men's Bags& Accessories,
金發財,golden wealth,汽機車零件百貨,Motors,Motors,
卡比,Kirby,遊戲王,Life & Entertainment,Life & Entertainment,Life & Entertainment
4090,4090,3C與筆電,Mother & Baby,Hardware & 3C,
捷克漫畫,Czech comics,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
間諜家家酒 漫畫,Spy's House Wine Comics,書籍及文創商品,Books,Books,
蝦缸,shrimp tank,寵物,Pets,Pets,
機車精品,Motorcycle boutique,汽機車零件百貨,Motors,Motors,
3c配件,3c accessories,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
rimowa 手機殼,rimowa mobile phone case,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
烙印勇士 漫畫,Branded Warriors Comics,書籍及文創商品,Books,Books,
鹿胎盤軟膠囊,Deer placenta soft capsule,美妝保健,Health & Beauty,Health & Beauty,
新光三越信義週年慶,Shin Kong Mitsukoshi Lutheran Anniversary,Others,,,
馬歇爾喇叭,marshall trumpet,家電影音,Mobile & Gadgets,Hardware & 3C,
蜂蜜牛奶,honey milk,美食、伴手禮,Health & Beauty,Sports & Outdoors,
星落凝成糖,Stars fall and turn into sugar,書籍及文創商品,Life & Entertainment,,
萬聖節 裝扮 角色,halloween dress up characters,居家生活,,,
鈔票蛋糕,banknote cake,居家生活,Food & Beverages,Food & Beverages,
muahmuah 外套,muahmuah coat,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
huawei nova 5t,huawei nova 5t,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
挽臉,Save face,居家生活,Health & Beauty,Health & Beauty,
3d電視,3d tv,家電影音,Home Electronic,,
貓咪飲水機,cat water dispenser,寵物,Pets,Pets,Pets
krv moto,krv moto,汽機車零件百貨,Motorcycles,Motorcycles,Automobiles
個人 鍋,personal pot,家電影音,,Home Electronic,
rog phone 6d,rog phone 6d,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
洋甘菊茶,chamomile tea,美食、伴手禮,Food & Beverages,Food & Beverages,
6號電池,AA battery,居家生活,Hardware & 3C,Hardware & 3C,Hardware & 3C
性徒會長,Sex Apostle President,其他類別,Everything Else,Everything Else,
人中之龍維新極,The Dragon Among Men Restoration Ji,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
富士相機,fuji camera,3C與筆電,Hardware & 3C,Hardware & 3C,
除蟲,Pest removal,家電影音,Home & Living,Home & Living,
布行,cloth line,居家生活,Everything Else,Home & Living,
台灣google play禮品卡哪裡買,Where to buy google play gift cards in Taiwan,遊戲王,,,
魏姐包心粉圓,Sister Wei's stuffed rice balls,美食、伴手禮,Food & Beverages,Food & Beverages,
自動 門,automatic door,居家生活,Home & Living,Home & Living,
清境農場住宿,Cingjing Farm Stay,服務、票券,Tickets & Services,Tickets & Services,
samsung平板,samsung tablet,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
13吋筆電,13-inch laptop,3C與筆電,Hardware & 3C,Hardware & 3C,
公仔展示櫃,Doll display cabinet,居家生活,Home & Living,Home & Living,Home & Living
齋齋,Zhai Zhai,娛樂、收藏,,Food & Beverages,
金線蓮,Anomatis,美妝保健,Food & Beverages,Food & Beverages,Food & Beverages
ja 1,ja 1,男女鞋,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
creative bt-w2,creative bt-w2,3C與筆電,Game Kingdom,Hardware & 3C,
捕鼠神器,Mouse catching artifact,居家生活,Home & Living,Home & Living,Home & Living
iwalk,iwalk,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
功率計,power meter,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
蠶豆,broad bean,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
紅異端,red heretic,娛樂、收藏,Life & Entertainment,Life & Entertainment,
集線盒,junction box,居家生活,Home & Living,Home & Living,Home & Living
tretorn,tretorn,男女鞋,Women Shoes,Women Shoes,
長月燼明,The long moon shines brightly,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
emma,emma,居家生活,Health & Beauty,Health & Beauty,Health & Beauty
單人蚊帳,single mosquito net,戶外與運動用品,Home & Living,Home & Living,
公雞牌,Rooster card,男生衣著,Men's Apparel,Men's Apparel,Food & Beverages
剉冰機,Ice chopper,居家生活,Home Electronic,Home Electronic,
滅蚊燈,mosquito killer lamp,居家生活,Home Electronic,Home Electronic,Home Electronic
拉密電腦版,Lami computer version,遊戲王,,,
ichef,ichef,3C與筆電,Hardware & 3C,Home & Living,
重磅素t,Heavy vegetarian t,男生衣著,Men's Apparel,Men's Apparel,Men's Apparel
蒙恩聽障烘焙坊,Meng En Deaf Bakery,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
匾額,plaque,居家生活,Life & Entertainment,Life & Entertainment,
有錢花,Have money to spend,居家生活,Women Accessories,Home & Living,
膨大海,expanding sea,美食、伴手禮,Food & Beverages,Food & Beverages,
抬頭顯示器 推薦,Heads up display recommended,汽機車零件百貨,Motors,Motors,
兒童滑板車,children's scooter,嬰幼童與母親,Sports & Outdoors,Mother & Baby,Mother & Baby
motti,motti,居家生活,Home & Living,Home & Living,
游泳尿布,swim diaper,嬰幼童與母親,Mother & Baby,Mother & Baby,
