Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
www.lojasamericanas,www.lojasamericanas,Platform Terms (Shopee / Mercado),,,,Platform Terms (Lazada / Shopee)
amopé,amope,Beleza,Health & Beauty,Health & Beauty,,
forno a gas de embutir,built-in gas oven,Others,,Mobile & Accessories,,
caixa de som residencial,home speaker,Áudio,Electronics,Electronics,,
boku no hero manga,boku no hero manga,Others,Books & Magazines,Books & Magazines,,
roteador wifi,wifi router,Computadores e Acessórios,Computing,Computing,Electronics,
galaxy s7,galaxy s7,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
extrato vmd3,vmd3 extract,Others,Health & Beauty,Health & Beauty,,
teclado gamer,gamer keyboard,Computadores e Acessórios,Computing,Computing,Computing,
sombrite 80,shadow 80,Casa e Decoração,Home & Living,Sports & Fitness,,
max steel,max steel,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
goku,goku,Others,Toys & Hobbies,Toys & Hobbies,Health & Beauty,
colcha queen,queen bedspread,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
controladora pioneer,pioneer controller,Others,Electronics,Electronics,,
panela de pressão 3 litros,3 liter pressure cooker,Others,Home & Living,Home & Living,Home & Living,Home & Living
sofá retratil,reclining sofa,Casa e Decoração,Home & Living,Home & Living,,
pepp,pepp,Brinquedos e Hobbies,Home & Living,Babies,,
babuche masculino,men's slipper,Sapatos Masculinos,Shoes,Shoes,,
panos de prato,dish towels,Others,Home & Living,Home & Living,Home & Living,Home & Living
caixa termica grande,large cooler box,Esportes e Lazer,Home & Living,Home & Living,,
violão fender,fender guitar,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
chip virgem,virgin chip,Celulares e Dispositivos,Vehicle Accessories,Toys & Hobbies,,
talha eletrica,electric hoist,Others,Home & Living,,,
mochila dell,dell backpack,Computadores e Acessórios,Bags,Bags,,
guarda roupas,wardrobe,Casa e Decoração,Home & Living,Home & Living,,
filtro de agua soft,soft water filter,Eletroportáteis,Home Appliance,,,
promoção de celulares,cell phone promotion,Celulares e Dispositivos,Mobile & Accessories,,,
celular k12,k12 cell phone,Celulares e Dispositivos,Mobile & Accessories,Shoes,,
promoção de fraldas pampers,pampers diaper promotion,Mãe e Bebê,Babies,Babies,,
barbie fada,fairy barbie,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
bebe conforto com base,baby carrier with base,Mãe e Bebê,Babies,,,
smartband,smartband,Computadores e Acessórios,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
hd externo ssd,external hd ssd,Computadores e Acessórios,Computing,,,
resma de papel a4,ream of a4 paper,Papelaria,Stationery,Stationery,,
forno eletrico fischer,Fischer electric oven,Eletroportáteis,Home & Living,,,
máquina de tosar cachorro,dog clipper,Animais Domésticos,Pets,,,
moto g5 32gb,moto g5 32gb,Celulares e Dispositivos,Mobile & Accessories,,,
freezer vertical usado,used upright freezer,Eletroportáteis,,Sports & Fitness,,
baby alive preço,baby alive price,Brinquedos e Hobbies,Home & Living,,,
oleo 5w40,5w40 oil,Automóveis,Vehicle Accessories,Vehicle Accessories,,
gba,gba,Eletroportáteis,Video Games,Video Games,,
geladeira,refrigerator,Eletroportáteis,Home & Living,Home & Living,Home & Living,Home & Living
geladeira 2 portas,2 door refrigerator,Eletroportáteis,Home & Living,Vehicle Accessories,,
armario de cozinha,kitchen cabinet,Casa e Decoração,Home & Living,Home & Living,,
naara chocolate,naara chocolate,Others,Health & Beauty,Health & Beauty,,
impressora hp multifuncional,hp multifunction printer,Computadores e Acessórios,Computing,Computing,,
lampada com camera,lamp with camera,Câmeras e Drones,Home & Living,Home & Living,Electronics,
kit ferramentas gedore,gedore tool kit,Others,Home & Living,Vehicle Accessories,,
home theater sony,sony home theater,Áudio,Electronics,,,
hd para notebook,notebook hd,Computadores e Acessórios,Computing,Computing,,
vinho moscatel,muscatel wine,Others,Food & Beverage,Food & Beverage,,
bolsa preta feminina,black women's bag,Bolsas Femininas,Bags,Bags,,
lego batman,lego batman,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
iphone 9 plus,iphone 9 plus,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
jbl flip 4,jbl flip 4,Áudio,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
brinquedos para crianças,toys for children,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
jbl go2,jbl go2,Áudio,Electronics,Electronics,,
bolsa schutz replica,schutz replica bag,Bolsas Femininas,Bags,Bags,,
maxchef,maxchef,Casa e Decoração,Home & Living,Home & Living,,
case hd notebook,notebook hd case,Computadores e Acessórios,Computing,Computing,Computing,
inversor 12v para 220v,12v to 220v inverter,Computadores e Acessórios,Vehicle Accessories,,,
roupeiro casal,couple's wardrobe,Casa e Decoração,,Women Clothes,,
mini garrafa termica,mini thermos bottle,Others,Home & Living,Babies,,
moto g one vision,moto g one vision,Celulares e Dispositivos,Mobile & Accessories,,,
jogos para xbox 360,xbox 360 games,Jogos e Consoles,Video Games,Video Games,,
capa volante,steering wheel cover,Automóveis,Vehicle Accessories,Vehicle Accessories,,
canaleta pvc,PVC gutter,Others,Home & Living,,,
fita crepe,masking tape,Papelaria,Stationery,Stationery,Home & Living,
perfume importado,imported perfume,Others,Health & Beauty,Health & Beauty,Health & Beauty,
bota,boot,Sapatos Masculinos,Shoes,Shoes,Shoes,
escudo capitão america,captain america shield,Brinquedos e Hobbies,Home & Living,,,
maquina de cortar grama eletrica,electric lawn mower,Eletroportáteis,Home & Living,,,
maleta de maquiagem mary kay,Mary Kay makeup case,Others,Health & Beauty,Health & Beauty,,
maquina de estampar canecas,mug printing machine,Eletroportáteis,Home Appliance,Home & Living,,
bota cat,cat boot,Sapatos Masculinos,Shoes,Shoes,Shoes,
mdf cru,raw mdf,Casa e Decoração,Home & Living,Home & Living,Babies,
a9 samsung,samsung a9,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
iphone preço,iphone price,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
bota de pelinho,furry boot,Sapatos Femininos,Shoes,Shoes,,
espelho retrovisor bebe,baby rear view mirror,Automóveis,Babies,Babies,,
arno,arno,Others,Home Appliance,Home & Living,,
pia para banheiro,bathroom sink,Casa e Decoração,Home & Living,Home & Living,,
marmita eletrica,electric lunch box,Eletroportáteis,Home & Living,Home Appliance,Home Appliance,
aromatizador eletrico,electric air freshener,Casa e Decoração,Home Appliance,Health & Beauty,Health & Beauty,
amarelinha,hopscotch,Brinquedos e Hobbies,Toys & Hobbies,Babies,,
roller,roller,Esportes e Lazer,Health & Beauty,Health & Beauty,Health & Beauty,
relogio masculino digital,men's digital watch,Relógios,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
oculos vr pc,vr pc glasses,Computadores e Acessórios,Computing,Computing,,
mini aspirador de pó,mini vacuum cleaner,Eletroportáteis,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
cartões de natal,Christmas cards,Casa e Decoração,Stationery,Stationery,Stationery,
juliet oakley,juliet oakley,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
suporte para celular carro,car cell phone holder,Celulares e Dispositivos,Vehicle Accessories,Vehicle Accessories,Mobile & Accessories,
macaquinho,little monkey,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
processador de audio,audio processor,Automóveis,Electronics,Electronics,,
mini ventilador,mini fan,Computadores e Acessórios,Home Appliance,Home Appliance,Home Appliance,
asus max shot,asus max shot,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
mouse razer,razer mouse,Computadores e Acessórios,Computing,Computing,Computing,
iphone 6 plus usado,used iphone 6 plus,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
araras de roupas,clothes racks,Casa e Decoração,Home & Living,Home & Living,,
placa de video para pc,video card for pc,Computadores e Acessórios,Computing,,,
cavalos a venda,horses for sale,Animais Domésticos,Health & Beauty,,,
vlone,vlone,Roupas Masculinas,Men Clothes,Men Clothes,,
prisma 2015,prism 2015,Others,Vehicle Accessories,Vehicle Accessories,,
cerato,cerato,Others,Vehicle Accessories,Vehicle Accessories,,
one plus,one plus,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
bateria moto g4 plus,moto g4 plus battery,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
masseira para salgados,dough mixer for savory snacks,Others,Home & Living,,,
mascara de solda automatica,automatic welding mask,Casa e Decoração,Home & Living,Home & Living,,
garfo de bicicleta,bicycle fork,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
placa de gesso 3d,3d plasterboard,Others,Home & Living,Home & Living,,
casa do mecânico,mechanic's house,Casa e Decoração,Home & Living,Home & Living,,
telha de zinco usada,used zinc tile,Others,Home & Living,,,
carteira pequena masculina,small men's wallet,Bolsas Masculinas,Bags,Bags,,
aro 14,rim 14,Automóveis,Vehicle Accessories,Vehicle Accessories,,
cadeira de rodas para cachorro,dog wheelchair,Animais Domésticos,Pets,Pets,,
viseira capacete,helmet visor,Motocicletas,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
ford cargo 2428,ford cargo 2428,Others,,Vehicle Accessories,,
jogos para ps2,ps2 games,Jogos e Consoles,Video Games,Video Games,Video Games,
receptor de wifi,wifi receiver,Computadores e Acessórios,Computing,Computing,,
chance chanel,chanel chance,Beleza,Health & Beauty,Health & Beauty,,
moto twister 2008,twister motorcycle 2008,Others,Vehicle Accessories,Vehicle Accessories,,
honda fan 125,honda fan 125,Others,Vehicle Accessories,,,
golf 2015,golf 2015,Others,Vehicle Accessories,Vehicle Accessories,,
formas para gesso 3d,3d plaster molds,Papelaria,Home & Living,Home & Living,,
mercadolivre.com br,mercadolivre.com br,Platform Terms (Shopee / Mercado),,,,Platform Terms (Lazada / Shopee)
fonte para som automotivo,car audio source,Automóveis,Vehicle Accessories,Vehicle Accessories,,
polo sedan 2010,polo sedan 2010,Others,Vehicle Accessories,,,
luva moto,motorcycle glove,Motocicletas,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
honda civic 2019,honda civic 2019,Others,Vehicle Accessories,Vehicle Accessories,,
option file pes 2020,option file pes 2020,Brinquedos e Hobbies,Mobile & Accessories,Video Games,,
pula pula inflavel,inflatable bouncy castle,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
saída de maternidade,maternity leave,Moda Infantil,Babies,Babies,Babies,
radio automotivo com bluetooth,car radio with bluetooth,Automóveis,Vehicle Accessories,Vehicle Accessories,,
machadinha,hatchet,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
iphone xs max 256gb,iphone xs max 256gb,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
aquario 200 litros,aquarium 200 liters,Animais Domésticos,Pets,Pets,,
uno way 2011,one way 2011,Others,Vehicle Accessories,,,
lanterna 32000 lumens,flashlight 32000 lumens,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
comprar vibrador,buy vibrator,Others,,Health & Beauty,,
c3 automatico,c3 automatic,Others,,Vehicle Accessories,,
rx 570 8gb,rx 570 8gb,Computadores e Acessórios,Computing,Computing,,
xiaomi mi box,xiaomi mi box,Celulares e Dispositivos,Electronics,Electronics,,
bermuda jeans,denim shorts,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes,Men's Wear
celulares antigos,old cell phones,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
adaptador usb wifi,usb wifi adapter,Computadores e Acessórios,Computing,Computing,,
silicone para esteira,silicone for mat,Esportes e Lazer,Home & Living,Sports & Fitness,,
chuteira infantil,kids football boots,Sapatos Masculinos,Sports & Fitness,Sports & Fitness,Shoes,
ps3 desbloqueado,ps3 unlocked,Jogos e Consoles,Video Games,Video Games,,
mario bross,mario bross,Brinquedos e Hobbies,Home & Living,Stationery,,
buettner,buettner,Casa e Decoração,Home & Living,,,
xale,shawl,Roupas Femininas,Home & Living,Fashion Accessories,,
mini camera de segurança,mini security camera,Câmeras e Drones,Home & Living,Home & Living,,
purificador,purifier,Eletroportáteis,Home Appliance,Home Appliance,,
masterfrio,masterfrio,Others,Home Appliance,Home Appliance,,
armario para banheiro,bathroom cabinet,Casa e Decoração,Home & Living,Home & Living,,
colchões ortobom,orthopedic mattresses,Casa e Decoração,Home & Living,Home & Living,,
cpu preço,cpu price,Computadores e Acessórios,Computing,,,
coenzima q10 preço,coenzyme q10 price,Saúde,,Health & Beauty,,
coiffer,coiffure,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
receptor sky gato,sky cat receiver,Áudio,Computing,,,
sup,sup,Brinquedos e Hobbies,Video Games,Video Games,Video Games,
xiaomi mi 8,xiaomi mi 8,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
aquecedor a gas lorenzetti,lorenzetti gas heater,Casa e Decoração,Home & Living,,,
matic,matic,Casa e Decoração,,Toys & Hobbies,,
lojas americansa,American stores,Platform Terms (Shopee / Mercado),,,,Platform Terms (Lazada / Shopee)
coturno masculino,men's boots,Sapatos Masculinos,Shoes,Shoes,Shoes,
queensberry geleia,queensberry jelly,Others,Food & Beverage,Food & Beverage,,
creme sebo de carneiro,mutton tallow cream,Beleza,Health & Beauty,Health & Beauty,,
moleton infantil,kids sweatshirt,Moda Infantil,Babies,Babies,Men Clothes,
animalog,animalog,Motocicletas,,Health & Beauty,,
tela para projetor,projector screen,Computadores e Acessórios,Computing,Computing,,
crocs feminina,women's crocs,Sapatos Femininos,Shoes,Shoes,Shoes,
televisão 32 polegadas,32 inch television,Eletroportáteis,Electronics,,,
brazzers,brazzers,Others,Women Clothes,,,
arreio banana,banana harness,Esportes e Lazer,Pets,,,
tiger,tiger,Others,Vehicle Accessories,Jewelry & Watches,,
dermalifting,dermalifting,Saúde,Health & Beauty,Health & Beauty,,
capotraste violão,guitar capo,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
bagageiro para bicicleta,bicycle rack,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
bomba dagua,water pump,Casa e Decoração,Vehicle Accessories,Home & Living,,
lampada wifi,wifi lamp,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
onix 2014,onyx 2014,Others,Vehicle Accessories,Vehicle Accessories,,
sela de cavalo,horse saddle,Esportes e Lazer,Pets,Pets,,
estilingue profissional,professional slingshot,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
relogio cravejado,studded watch,Relógios,Jewelry & Watches,Jewelry & Watches,,
blazer chevrolet,chevrolet blazer,Automóveis,Vehicle Accessories,Vehicle Accessories,,
boina feminina,women's beret,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
coelho,rabbit,Animais Domésticos,Pets,Pets,Home & Living,
cb 450,cb 450,Others,Vehicle Accessories,,,
led automotivo,automotive led,Automóveis,Vehicle Accessories,Vehicle Accessories,,
moto e6 play,moto e6 play,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
comoda com sapateira,dresser with shoe rack,Casa e Decoração,Home & Living,Home & Living,,
memoria ssd,ssd memory,Computadores e Acessórios,Computing,Computing,,
monitor hdmi,hdmi monitor,Computadores e Acessórios,Computing,Computing,,
tv box android,android tv box,Eletroportáteis,Electronics,Electronics,Electronics,
tv box mx9,mx9 tv box,Eletroportáteis,Electronics,Electronics,Electronics,
samsung s9 preço,samsung s9 price,Celulares e Dispositivos,Mobile & Accessories,,,
video game super nintendo,super nintendo video game,Jogos e Consoles,Video Games,Video Games,,
lampada led 20w,led lamp 20w,Casa e Decoração,Home & Living,Home & Living,,
fone de ouvido infantil,kids headphones,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Computing,
fonte real,real source,Computadores e Acessórios,Computing,Computing,,
cortina voil branca,white voile curtain,Casa e Decoração,Home & Living,Home & Living,,
terra adubada,fertilized land,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
smart band,smart band,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
mat yoga,yoga mat,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
bottons,buttons,Acessórios de Moda,Jewelry & Watches,Fashion Accessories,Toys & Hobbies,
joy con,joy con,Jogos e Consoles,Video Games,Video Games,Video Games,
ventilador de teto com controle remoto,ceiling fan with remote control,Eletroportáteis,Home & Living,Home Appliance,,
face shields comprar,face shields buy,Saúde,,,,
torneiras para cozinha,kitchen taps,Casa e Decoração,Home & Living,Home & Living,,
meia com sola,sock with sole,Moda Infantil,Babies,Babies,Babies,
carrinho de lanche,snack cart,Others,Home & Living,,,
chapeu de cozinheiro,chef's hat,Casa e Decoração,Home & Living,Toys & Hobbies,Home & Living,
amazfit bip s,amazfit bip s,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
quadro para quarto,picture for bedroom,Casa e Decoração,Home & Living,Home & Living,,
cortina para box,shower curtain,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
expositor de esmaltes,nail polish display,Casa e Decoração,Health & Beauty,Health & Beauty,Health & Beauty,
fone de ouvido para pc,pc headset,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
mapa astral,astral map,Others,Books & Magazines,,,
s9+,s9+,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
a7 samsung,samsung a7,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
escorredor de pratos de parede,wall mounted dish drainer,Casa e Decoração,Home & Living,Home & Living,,
celular positivo twist,positive twist cell phone,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
album do bebe,baby album,Brinquedos e Hobbies,Babies,Stationery,,
sekiro ps4,sekiro ps4,Jogos e Consoles,Video Games,Video Games,,
torneira eletrica lorenzetti,lorenzetti electric tap,Casa e Decoração,Home & Living,Home & Living,,
preço ps5,ps5 price,Jogos e Consoles,,Men Clothes,,
tazos elma chips,Elma Chips Cups,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
maio com saia,May with skirt,Roupas Femininas,Women Clothes,Women Clothes,,
scania,scania,Others,Vehicle Accessories,Men Clothes,Fashion Accessories,
kit higiene,hygiene kit,Mãe e Bebê,Babies,Babies,Home & Living,
manopla c4 pallas automatico,c4 pallas automatic gear knob,Automóveis,Vehicle Accessories,Vehicle Accessories,,
duende,elf,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
xiaomi mijia,xiaomi mijia,Celulares e Dispositivos,Home & Living,Home & Living,Health & Beauty,
tornozeleira feminina,women's ankle bracelet,Relógios,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
cabo 16mm preço,16mm cable price,Computadores e Acessórios,,,,
rastreador para bicicleta,bike tracker,Motocicletas,Vehicle Accessories,Vehicle Accessories,,
jumperoo fisher price,fisher price jumper,Mãe e Bebê,Babies,Babies,,
iptv 4k,iptv 4k,Áudio,Electronics,Computing,,
arpão de pesca,fishing harpoon,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
bateria j7,j7 battery,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
cama baba,bed drool,Mãe e Bebê,Babies,,,
puff retro,retro puff,Casa e Decoração,Home & Living,Home & Living,,
batedeira e liquidificador,mixer and blender,Eletroportáteis,Home Appliance,Home Appliance,,
varal de chão com abas,floor clothesline with flaps,Casa e Decoração,Home & Living,Home & Living,,
martelete 10kg,10kg hammer,Casa e Decoração,Home & Living,Home & Living,,
bulbasaur,bulbasaur,Celulares e Dispositivos,Toys & Hobbies,Toys & Hobbies,,
jogo erotico,erotic game,Saúde,Health & Beauty,Health & Beauty,,
kaiak extremo,extreme kayaking,Beleza,Health & Beauty,Health & Beauty,,
papel de parede vinilico,vinyl wallpaper,Casa e Decoração,Home & Living,Home & Living,,
continental,continental,Automóveis,Sports & Fitness,Sports & Fitness,,
cabo p10,p10 cable,Áudio,Electronics,Electronics,,
mt 03 2020,mt 03 2020,Others,Vehicle Accessories,Vehicle Accessories,,
carretinha para carros,car trailer,Others,,Vehicle Accessories,,
fone qcy,qcy phone,Computadores e Acessórios,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
kit barba,beard kit,Beleza,Health & Beauty,Health & Beauty,,
fonte 400w,400w power supply,Computadores e Acessórios,Computing,Computing,,
barra de supino,bench press bar,Esportes e Lazer,Sports & Fitness,Health & Beauty,,
blindex preço,blindex price,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
bomba solar,solar pump,Casa e Decoração,Home & Living,Home & Living,,
gtx 1060 ti,gtx 1060 ti,Computadores e Acessórios,Computing,Computing,,
pneus 185/60 r14,tires 185/60 r14,Automóveis,,Vehicle Accessories,,
carretinhas,trailers,Others,Vehicle Accessories,,,
body bebe atacado,wholesale baby bodysuit,Moda Infantil,Babies,Babies,,
relogio garmin,garmin watch,Relógios,Jewelry & Watches,Jewelry & Watches,,
macacao carters,Carters jumpsuit,Moda Infantil,Babies,Babies,,
fone philips,philips headphones,Áudio,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
americanascom,americanascom,Others,,,,
animes,animes,Brinquedos e Hobbies,Men Clothes,Home & Living,,
kit victoria secrets,victoria secret kit,Beleza,Health & Beauty,Health & Beauty,,
fogão 4 bocas brastemp,Brastemp 4-burner stove,Casa e Decoração,Home Appliance,Home & Living,,
aspirador nasal bebe,baby nasal aspirator,Mãe e Bebê,Babies,,,
filtro electrolux,electrolux filter,Eletroportáteis,Home Appliance,Home Appliance,,
pneu 140/70r17,tire 140/70r17,Automóveis,Vehicle Accessories,Vehicle Accessories,,
laszlo,laszlo,Saúde,Health & Beauty,,,
ssd 250gb,ssd 250gb,Computadores e Acessórios,Computing,,,
filmes de sexo,sex movies,Others,Toys & Hobbies,Toys & Hobbies,,
controle tv philips,philips tv remote,Áudio,Electronics,Electronics,Electronics,
macaco para carros,car jack,Automóveis,Vehicle Accessories,Vehicle Accessories,,
life up,life up,Saúde,Health & Beauty,Health & Beauty,,
desodorante infantil,children's deodorant,Beleza,Babies,Health & Beauty,Health & Beauty,
mesinha de cabeceira,bedside table,Casa e Decoração,Home & Living,Home & Living,,
depurador suggar,sugar debugger,Eletroportáteis,Home & Living,,,
cadeira eames com braço,eames chair with arm,Casa e Decoração,,Home & Living,,
osmocote,osmocote,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
fita metrica,tape measure,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
xiaomi mi 10,xiaomi mi 10,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
fonte para computador,computer font,Computadores e Acessórios,Computing,Computing,,
móveis usados,used furniture,Casa e Decoração,Mobile & Accessories,,,
capacete aberto pro tork,open face helmet for tork,Motocicletas,Vehicle Accessories,,,
bmx profissional,professional bmx,Esportes e Lazer,Sports & Fitness,,,
roldana,pulley,Automóveis,Home & Living,Home & Living,,
bermuda feminina,women's shorts,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
fogão de 2 bocas,2 burner stove,Casa e Decoração,Home & Living,,,
promoção tv,tv promotion,Áudio,,Electronics,,
escrava isaura,slave isaura,Livros e Revistas,Books & Magazines,Books & Magazines,,
placa de pvc 3d,3d pvc board,Casa e Decoração,Home & Living,Home & Living,,
jaqueta motociclista,motorcycle jacket,Motocicletas,Vehicle Accessories,Men Clothes,,
calça moletom infantil,kids sweatpants,Moda Infantil,Babies,Babies,Babies,
mala pequena de viagem,small travel bag,Viagens e Bagagens,Bags,Bags,,
ponto da porcelana,porcelain point,Casa e Decoração,Home & Living,Home & Living,,
pijama plus size,plus size pajamas,Roupas Femininas,Women Clothes,Women Clothes,,
jogo lençol casal,double bed sheet set,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
malas de viagens em promoção,travel bags on sale,Viagens e Bagagens,Bags,,,
split inverter 9000,split inverter 9000,Eletroportáteis,Home Appliance,Home Appliance,,
samsung galaxy a21s,samsung galaxy a21s,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
mini fone bluetooth,mini bluetooth headset,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Jewelry & Watches,
prensa termica 8 em 1,8 in 1 heat press,Others,Home & Living,Computing,,
colchão de casal ortobom,orthopedic double mattress,Casa e Decoração,,Home & Living,,
pinga 51,pinga 51,Alimentos e Bebidas,Home & Living,,,
maquininha de cabelo,hair clipper,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
máscara 3d comprar,3d mask buy,Saúde,,,,
revender,resell,Others,Women Clothes,Women Clothes,,
mascara cirurgica comprar,surgical mask buy,Saúde,,,,
roupa de apicultor,beekeeper's clothing,Casa e Decoração,Home & Living,Home & Living,,
jbl original,jbl original,Áudio,Electronics,Electronics,Mobile & Accessories,
carros batidos,crashed cars,Others,Vehicle Accessories,,,
mascara facial,face mask,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
saco de box,boxing bag,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
máscara knit,knit mask,Saúde,Health & Beauty,Health & Beauty,,
cyberpunk 2077 ps4,cyberpunk 2077 ps4,Jogos e Consoles,Video Games,Video Games,Video Games,
tapete belga,Belgian carpet,Casa e Decoração,Home & Living,Home & Living,,
ovo de páscoa kit kat,kit kat easter egg,Alimentos e Bebidas,Food & Beverage,Food & Beverage,Food & Beverage,
controle philco,philco control,Áudio,Electronics,Electronics,,
relógio orient,orient clock,Relógios,Jewelry & Watches,Jewelry & Watches,,
jogo de cartas uno,uno card game,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
toldo cortina retratil,retractable curtain awning,Casa e Decoração,Vehicle Accessories,,,
www globo,www globe,Others,,,,
jogo de cartas,card game,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
catraca shimano,shimano ratchet,Esportes e Lazer,Sports & Fitness,Sports & Fitness,Sports & Fitness,
melhores perfumes importados masculinos,best imported perfumes for men,Beleza,,Health & Beauty,,
aparelho de tv,TV set,Áudio,Electronics,Electronics,Electronics,
adega midea,midea wine cellar,Eletroportáteis,Home Appliances,Home & Living,Home & Living,
oferta de celular,cell phone offer,Others,Mobile & Accessories,,,
xnn,xnn,Others,Home & Living,,,
mini bicicleta ergometrica,mini exercise bike,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
jaqueta jeans masculino,men's denim jacket,Roupas Masculinas,Men Clothes,Men Clothes,,
quanto custa um container,How much does a container cost?,Others,Home & Living,Computers & Accessories,Computers & Accessories,
tracker 2019,tracker 2019,Others,Vehicle Accessories,Vehicle Accessories,,
duster 2013,duster 2013,Others,Vehicle Accessories,Vehicle Accessories,,
folha de ouro,gold leaf,Papelaria,Home & Living,Health & Beauty,Health & Beauty,
pneus 175 70 r13 menor preço frete gratis,tires 175 70 r13 lowest price free shipping,Automóveis,Vehicle Accessories,,,
duster 2020,duster 2020,Others,Vehicle Accessories,,,
corrente ice,ice current,Relógios,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
caixa surpresa,surprise box,Others,Home & Living,Health & Beauty,Fashion Accessories,
pneus baratos,cheap tires,Automóveis,Vehicle Accessories,,,
tv smart 40 polegadas samsung,40 inch samsung smart tv,Áudio,Electronics,,,
piraque,piracy,Alimentos e Bebidas,Food & Beverage,Food & Beverage,,
mochila lucas neto,lucas neto backpack,Moda Infantil,Bags,Bags,Bags,
mochila notebook feminina,women's laptop backpack,Bolsas Femininas,Bags,Bags,,
smart tv philips,philips smart tv,Áudio,Electronics,,,
