Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
polerones mujer,women's sweatshirts,Ropa de Mujer,Women Clothes,Women Clothes,,
chaqueta puffer,puffer jacket,Ropa de Hombre,Women Clothes,Women Clothes,,
casa perro grande,big dog house,Mascotas,Pets,Pets,Pets,
cargador iphone original,original iphone charger,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
mira telescopica,telescopic sight,Deportes y Fitness,Sports & Fitness,,,
cubiertas de granito,granite covers,Hogar y Vida,Mobile & Gadgets,,,
sobrecamisa mujer,women's overshirt,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
cepillo de banco dewalt,dewalt bench brush,Hogar y Vida,Beauty,Beauty,Beauty,Beauty & Personal Care
pendones,banners,Papelería,Hobbies & Collections,Stationery,Stationery,
pendrive 64gb,64gb pendrive,Computación,Computing,Computing,,
copas de gin,gin glasses,Hogar y Vida,Home & Living,Home & Living,,
sitiales baratos,cheap seats,Hogar y Vida,,,,
nintendo ds,Nintendo DS,Videojuegos,Video Games,Video Games,,
parrilla a gas,gas grill,Deportes y Fitness,Home & Living,,,
retroexcavadora usadas,used backhoe loader,Accesorios para Vehículos,,,,
cooler para auto,car cooler,Accesorios para Vehículos,Automobiles,Automobiles,Automobiles,Automotive
samsung s21 ultra,samsung s21 ultra,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
repuestos peugeot,Peugeot spare parts,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
porta macetero,flower pot holder,Hogar y Vida,Home & Living,,,
motos usadas chile,used motorcycles chile,Accesorios para Vehículos,,,,
dremel,dremel,Hogar y Vida,,Home & Living,,
reloj mujer,women's watch,Joyas y Relojes,Jewelry & Watches,Jewelry & Watches,Mobile & Gadgets,
hondrexil,hondrexil,Salud,,,,
ps4 cyberday,ps4 cyberday,Videojuegos,,,,
reloj g shock,g shock watch,Joyas y Relojes,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
cuadros sodimac,sodimac paintings,Hogar y Vida,,,,
revlon one step,revlon one step,Electrónica,Home & Living,,,
pantalon outdoor mujer,women's outdoor pants,Ropa de Mujer,Women Clothes,Sports & Outdoors,Women Clothes,
comedor redondo 6 sillas,round dining room 6 chairs,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
air force 1 shadow,air force 1 shadow,Deportes y Fitness,Sports & Fitness,,,
cascos bicicleta,bicycle helmets,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
funda plumon king,king duvet cover,Hogar y Vida,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
camara de vigilancia,surveillance camera,Electrónica,Electronics,Electronics,,
zapatillas negras hombre,black sneakers men,Calzado de Hombre,Men Shoes,Sports & Outdoors,Sports & Outdoors,
champions zapatillas,champions sneakers,Deportes y Fitness,Men Shoes,,,
lavaplatos doble con mueble,Double dishwasher with cabinet,Hogar y Vida,,,,
sofá,couch,Hogar y Vida,Home & Living,Home & Living,,
zapatos de futbol puma,puma soccer shoes,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
aspiradora,vacuum cleaner,Electrodomésticos,,Home Appliance,,
ruleta,roulette,Juguetes y Hobbies,,Toys & Hobbies,,
maquina donuts,donut machine,Electrodomésticos,Home Appliances,Fashion Accessories,Fashion Accessories,
encimera electrica,electric hob,Electrodomésticos,Home Appliances,Home & Living,Home & Living,
zapatillas vans,vans sneakers,Deportes y Fitness,Men Shoes,Men Shoes,,
akita americano,American Akita,Mascotas,Home & Living,,,
irrigador bucal,oral irrigator,Belleza,Health,Health,,
nuvo,new,Alimentos y Bebidas,Sports & Fitness,,,
desarmaduria cresal,cresal disarmamenturia,Accesorios para Vehículos,,,,
xtreme,xtreme,Bolsas de Hombre,Audio,Audio,Audio,
tarjetas feliz dia de la madre,Happy Mother's Day cards,Others,,,,
porcelanato,porcelain,Hogar y Vida,,Home & Living,,
vestidos,clothes,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
camara fotografica,photographic camera,Electrónica,Electronics,Electronics,,
sodimac muebles de cocina,sodimac kitchen furniture,Hogar y Vida,,,,
notebook ofertas,notebook offers,Computación,,,,
adidas rivalry low,adidas rivalry low,Calzado de Hombre,Sports & Fitness,,,
chaqueta cuero,leather jacket,Ropa de Mujer,,Men Clothes,,
herramientas sodimac,sodimac tools,Others,,,,
sodimac concepcion,sodimac concepcion,Others,,,,
puerta corredera sodimac,sodimac sliding door,Others,,,,
conduit,conduit,Hogar y Vida,,Vehicle Accessories,,
cotton on,cotton on,Ropa de Mujer,Women Clothes,Men Clothes,Women Clothes,
black xs hombre,black xs man,Belleza,Men Clothes,Fashion Accessories,Fashion Accessories,
moto g50,moto g50,Celulares y Gadgets,Mobile & Gadgets,,,
microondas sodimac,sodimac microwave,Others,,,,
jeans tiro alto mujer,high waisted jeans for women,Ropa de Mujer,Women Clothes,,,
plancha,iron,Belleza,,Toys & Hobbies,,
cierre terraza,terrace closure,Hogar y Vida,Home & Living,,,
silla computador,computer chair,Hogar y Vida,Home & Living,,,
celular huawei,huawei cell phone,Celulares y Gadgets,,Mobile & Gadgets,,
acrilico transparente sodimac,Sodimac transparent acrylic,Others,,,,
llave para lavaplatos,dishwasher key,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
sodimac sillas,sodimac chairs,Others,,,,
mesas plegables sodimac,sodimac folding tables,Others,,,,
the ordinary,the ordinary,Belleza,Beauty,Beauty,,
contenedor de basura,garbage container,Hogar y Vida,Home & Living,Home & Living,,
pañales para adultos,adult diapers,Belleza,Health,,,
detector de metales chile,metal detector chile,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
redbull,redbull,Alimentos y Bebidas,Fashion Accessories,Fashion Accessories,,
pallets usados,used pallets,Hogar y Vida,,,,
leche nido oferta,nest milk offer,Madre y Bebé,,,,
mochilas escolares con ruedas,school backpacks with wheels,Madre y Bebé,Baby & Kids Fashion,Women Bags,Women Bags,
cama plegable pared,folding wall bed,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
samsung z flip,samsung z flip,Celulares y Gadgets,Mobile & Gadgets,,,
guantes moto,motorcycle gloves,Accesorios para Vehículos,Fashion Accessories,Sports & Fitness,,
pendulo hebreo,Hebrew pendulum,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
canaleta electrica,electrical channel,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
autos,cars,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
xiaomi redmi note 9 pro,xiaomi redmi note 9 pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
llave francesa,French wrench,Hogar y Vida,Sports & Fitness,,,
resma de hojas carta,ream of letter paper,Papelería,Stationery,Stationery,Stationery,
comedor de 4 sillas,4-seat dining room,Hogar y Vida,Home & Living,,,
perfumeria,perfumery,Belleza,Pets,Home & Living,Home & Living,
ladrillos,bricks,Hogar y Vida,Toys & Hobbies,Home & Living,,
iphone 13 en chile,iphone 13 in chile,Celulares y Gadgets,,,,
play station 4,play station 4,Videojuegos,Video Games,Video Games,,
consola nintendo switch,Nintendo Switch console,Videojuegos,,Video Games,,
notebook gamer barato,cheap gaming notebook,Computación,,,,
hidrolavadora industrial,industrial pressure washer,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
tikva,tikva,Ropa de Mujer,Women Bags,Women Bags,Women Bags,Women's Bags
carro arrastre,trailer truck,Accesorios para Vehículos,Toys & Hobbies,,,
lentes realidad virtual,virtual reality glasses,Electrónica,Mobile & Gadgets,Video Games,,
detergente liquido,liquid detergent,Hogar y Vida,Home & Living,,,
peluche mickey mouse,Mickey Mouse plush toy,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
simparica,sympathetic,Mascotas,Pets,Pets,Pets,
guitarras para niñas,guitars for girls,Madre y Bebé,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
pintura para fibrocemento,paint for fiber cement,Hogar y Vida,,,,
tarjeta de memoria 128 gb,128gb memory card,Celulares y Gadgets,Computing,Computing,Computing,
poleron calvin klein,Calvin Klein sweatshirt,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
tommy girl,Tommy Girl,Belleza,Baby & Kids Fashion,Women Clothes,Women Clothes,
michael kors,michael kors,Accesorios de Moda,Jewelry & Watches,Women Bags,Women Bags,
espuma piso flotante,floating floor foam,Hogar y Vida,,,,
pack cp,cp pack,Papelería,,,,
cajas de plastico organizadoras,plastic organizer boxes,Hogar y Vida,,,,
autos en iquique zona franca,cars in iquique free zone,Accesorios para Vehículos,,,,
indominus rex,indominus rex,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
paris. cl,paris.cl,Hogar y Vida,Hobbies & Collections,Home & Living,Home & Living,
champagne valdivieso,champagne valdivieso,Alimentos y Bebidas,,,,
almohadas memory,memory pillows,Hogar y Vida,Home & Living,,,
volcom chile,volcom chile,Accesorios de Moda,,,,
canasta picnic,picnic basket,Hogar y Vida,Home & Living,Home & Living,,
termos stanley,stanley thermos,Deportes y Fitness,Home & Living,Home & Living,Home & Living,Home & Living
escritorios en sodimac,desks in sodimac,Hogar y Vida,,,,
vitrinas,showcases,Hogar y Vida,Toys & Hobbies,Toys & Hobbies,,
reebok chile,reebok chile,Calzado de Mujer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
ppr tuberia,ppr pipe,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
ecografo,ultrasound,Hogar y Vida,Men Clothes,Men Clothes,Men Clothes,Men's Wear
pagar falabella con rut,pay falabella with rut,Platform Terms (Mercado/Shopee),,,,Platform Terms (Lazada / Shopee)
tvbox,tvbox,Electrónica,Electronics,Electronics,,
colchonetas camping,camping mats,Deportes y Fitness,Sports & Outdoors,,,
shitzu,shitzu,Mascotas,Mobile & Gadgets,,,
cargador solar para celulares,solar charger for cell phones,Celulares y Gadgets,Audio,Mobile & Gadgets,Mobile & Gadgets,
bicicletas pisteras,track bikes,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
cotillon despedida de soltera,bachelorette party cotillion,Papelería,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
impresoras a3,a3 printers,Computación,,Computing,,
salidas de playa,beach outings,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
skins de minecraft,minecraft skins,Videojuegos,,,,
proteina vegana,vegan protein,Deportes y Fitness,Health,Health,Food & Beverages,
venta de palets,sale of pallets,Hogar y Vida,,,,
calzon levanta gluteos,butt lifting underwear,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
resma oficio,ream office,Papelería,Stationery,Stationery,Stationery,
carro.organizador,cart.organizer,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
pelota futbolito,soccer ball,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
flotador.bebe,float.baby,Madre y Bebé,Sports & Outdoors,Mom & Baby,Mom & Baby,
set de pic nic,picnic set,Viajes y Equipaje,,,,
gorra ny,ny cap,Accesorios de Moda,Fashion Accessories,Fashion Accessories,,
bistec reloj,steak clock,Joyas y Relojes,Jewelry & Watches,,,
mini waflera,mini waffle maker,Electrodomésticos,Home & Living,Home & Living,Home & Living,Home & Living
arriendo parcelas por dia,I rent plots per day,Others,,,,
escritorios de vidrio,glass desks,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
vaso starbucks,starbucks glass,Alimentos y Bebidas,Home & Living,Home & Living,,
zapatilla g5,g5 sneaker,Calzado de Mujer,Men Shoes,Women Shoes,Men Shoes,
extintor para auto,car fire extinguisher,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
bowl,bowl,Hogar y Vida,Home & Living,Home & Living,,
e boleta,and ticket,Others,Toys & Hobbies,,,
cerradura electronica,electronic lock,Hogar y Vida,Home & Living,,,
tatamis,tatami mats,Hogar y Vida,,Home & Living,,
calienta manos,hand warmer,Hogar y Vida,Home & Living,Home & Living,,
lanbena,lanbena,Belleza,,Beauty,,
bravery gato,bravery cat,Mascotas,Beauty,Beauty,Beauty,Beauty & Personal Care
baterias para niños,batteries for kids,Accesorios para Vehículos,Mom & Baby,Mom & Baby,Hobbies & Collections,
cassette,cassette,Juguetes y Hobbies,,Sports & Fitness,,
one million lucky,one million lucky,Belleza,Men Shoes,Men Shoes,Men Shoes,
malla bizcocho 1.80,sponge cake mesh 1.80,Hogar y Vida,,,,
botox alisante,smoothing botox,Hogar y Vida,Beauty,Beauty,Beauty,Beauty & Personal Care
piano,piano,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
hdmi inalambrico,wireless hdmi,Electrónica,Computers & Accessories,Computers & Accessories,Computers & Accessories,Computers & Peripherals
shampoo en barra,shampoo bar,Belleza,,Home & Living,,
takis,takis,Hogar y Vida,Toys & Hobbies,,,
tables,tables,Hogar y Vida,Home & Living,,,
sillon tantrico,tantric chair,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
botas impermeables,waterproof boots,Calzado de Hombre,Men Shoes,Men Shoes,,
demasled,demasled,Hogar y Vida,,,,
chaqueta aviador hombre,men's aviator jacket,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
funda asiento auto,car seat cover,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
zapatillas pokemon,pokemon sneakers,Calzado de Hombre,Women Shoes,Men Shoes,,
skibidi toilet,skibidi toilet,Hogar y Vida,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion,
crocs rayo mcqueen,crocs lightning mcqueen,Calzado de Niño,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
motorola edge 40 pro chile,motorola edge 40 pro chile,Others,,,,
peluche bluey,bluey plush,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
salchicha perro,sausage dog,Mascotas,Home & Living,Home & Living,,
soporte para tv 55,tv stand 55,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
antena tv digital abierta,open digital tv antenna,Electrónica,Home Appliances,Home Appliances,Home Appliances,Home Appliances
blackberry celular,blackberry cell phone,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
gnarpy,gnarpy,Hogar y Vida,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
stumble guys,stumble guys,Juguetes y Hobbies,Home & Living,Baby & Kids Fashion,Baby & Kids Fashion,
karol g entradas,karol g tickets,Others,,,,
chalas de tiburon,shark fins,Calzado de Mujer,Women Shoes,,,
lavaplatos con mueble baratos,cheap dishwasher with cabinet,Hogar y Vida,,,,
chaqueta trapstar,trapstar jacket,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
oculax,oculax,Hogar y Vida,,,,
medallero,medal table,Deportes y Fitness,Home & Living,Home & Living,Home & Living,Home & Living
huasa elegante,elegant huasa,Juguetes y Hobbies,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
lattafa,lattafa,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
papel mache,paper mache,Papelería,Home & Living,,,
vestimenta chilota,Chilote clothing,Ropa de Mujer,,,,
celular 8849,cell phone 8849,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jordan miles morales,Jordan Miles Morales,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
kuromi dibujo,kuromi drawing,Libros y Revistas,,,,
bloques magneticos,magnetic blocks,Juguetes y Hobbies,Women Bags,Toys & Hobbies,,
jean paul gaultier le beau,jean paul gaultier the beauty,Belleza,Men Shoes,Men Shoes,Men Shoes,
ebay,ebay,Platform Terms (Mercado/Shopee),Women Clothes,,,Platform Terms (Lazada / Shopee)
proyector para celular,cell phone projector,Celulares y Gadgets,Mobile & Gadgets,Electronics,Electronics,
marcadores,markers,Papelería,Stationery,Stationery,,
cafetera dolce gusto,dolce gusto coffee maker,Electrodomésticos,Home & Living,Home Appliance,,
camara instantanea,instant camera,Electrónica,,Electronics,,
woki toki,Woki Toki,Celulares y Gadgets,Mobile & Gadgets,-,,
calzas deportivas hombre,men's sports tights,Deportes y Fitness,Men Clothes,Sports & Outdoors,Men Clothes,
pantalon termico hombre,thermal pants for men,Ropa de Hombre,Toys & Hobbies,Men Clothes,,
estufas a parafina baratas,cheap paraffin stoves,Electrodomésticos,,,,
tablets para niñas,tablets for girls,Computación,Computers & Accessories,Computers & Accessories,Computers & Accessories,Computers & Peripherals
rastro,trace,Ropa de Mujer,Women Clothes,,,
bad bunny chile 2022,bad bunny chile 2022,Others,,,,
maceteros por mayor,wholesale flower pots,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
polines impregnados,impregnated logs,Hogar y Vida,,,,
colgador de ropa retractil,retractable clothes hanger,Hogar y Vida,Home & Living,Home & Living,,
parlante jbl,jbl speaker,Electrónica,Electronics,,,
cubre colchon 2 plazas,mattress cover 2 seats,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
corta corriente,cut current,Accesorios para Vehículos,Sports & Fitness,,,
consolador,dildo,Salud,Mom & Baby,Health,,
rotuladora,label maker,Computación,,Toys & Hobbies,,
souvenir,souvenir,Hogar y Vida,Home & Living,,,
bolso deportivo hombre,men's sports bag,Bolsas de Hombre,Women Bags,,,
consoladores,dildos,Salud,Health,Health,Health,Health & Wellness
prensas,presses,Hogar y Vida,Home & Living,Electronics,,
baby shower,baby shower,Hogar y Vida,Home & Living,Home & Living,,
leggins mujer,women's leggings,Ropa de Mujer,Women Clothes,,,
mascarilla kf94,kf94 mask,Salud,Home & Living,Home & Living,,
gatos siameses,Siamese cats,Mascotas,,Hobbies & Collections,Hobbies & Collections,
carolina herrera,carolina herrera,Belleza,Women Bags,,,
boinas,berets,Accesorios de Moda,Fashion Accessories,Fashion Accessories,,
impresora fotografica,photo printer,Electrónica,,Computing,,
suerox,serumx,Alimentos y Bebidas,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
reloj celular,cellular clock,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
suculentas por mayor,wholesale succulents,Hogar y Vida,Home & Living,,,
confort,comfort,Hogar y Vida,Fashion Accessories,Women Clothes,,
pijama polar mujer,women's polar pajamas,Ropa de Mujer,,Women Clothes,,
bluetooth,bluetooth,Electrónica,Mobile & Gadgets,Mobile & Gadgets,,
alzador infanti,infant booster seat,Madre y Bebé,,,,
chaqueta sin manga mujer,women's sleeveless jacket,Ropa de Mujer,Women Clothes,Computing,,
bandera gay,gay flag,Hogar y Vida,Jewelry & Watches,,,
carcasa poco x3 pro,poco x3 pro case,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
bolsos maternales,maternity bags,Madre y Bebé,Mom & Baby,Mom & Baby,Men Bags,
soporte repisa,shelf support,Hogar y Vida,Home & Living,,,
sillon inflable,inflatable chair,Deportes y Fitness,Toys & Hobbies,,,
alzador de notebook,notebook lifter,Computación,Mobile & Gadgets,Mobile & Gadgets,Computers & Accessories,
power bank,power bank,Celulares y Gadgets,Computing,Mobile & Gadgets,,
arriendo departamento con patio,Apartment for rent with patio,Hogar y Vida,,,,
remate de cerámicas,ceramic auction,Hogar y Vida,,,,
billetera bubba,bubba wallet,Bolsas de Mujer,Women Bags,Women Bags,Women Bags,Women's Bags
rack flotante,floating rack,Hogar y Vida,Home & Living,,,
zing,zing,Hogar y Vida,Home & Living,,,
granito para cocina,granite for kitchen,Hogar y Vida,,,,
lámparas de techo sodimac,sodimac ceiling lamps,Hogar y Vida,,,,
camara fotografica semiprofesional,semi-professional camera,Electrónica,,,,
juego de sabanas 2 plazas,2 seater sheet set,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
micrófono,microphone,Electrónica,Mobile & Gadgets,Electronics,,
caja de herramientas sodimac,sodimac toolbox,Hogar y Vida,,,,
asus gamer,asus gamer,Computación,Computing,,,
moto g100,moto g100,Celulares y Gadgets,Mobile & Gadgets,,,
audifonos huawei,huawei headphones,Electrónica,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
falabelka,falabelka,Platform Terms (Mercado/Shopee),,,,Platform Terms (Lazada / Shopee)
puerta plegable sodimac,sodimac folding door,Hogar y Vida,,,,
sodimac lavamanos,sodimac washbasin,Hogar y Vida,,,,
perfume 212 hombre,perfume 212 man,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
maquina de helados,ice cream machine,Electrodomésticos,Home & Living,,,
techumbre,roofing,Hogar y Vida,,,,
planeta zapato,shoe planet,Calzado de Mujer,,,,
mirabel madrigal,mirabelle madrigal,Juguetes y Hobbies,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion,
huincha de medir,measuring tape,Hogar y Vida,Home & Living,,,
scort concon,scort concon,Hogar y Vida,,,,
cepillo electrico oral b,oral b electric toothbrush,Belleza,Health,,,
album twice,album twice,Juguetes y Hobbies,Stationery,Women Clothes,,
nintendo switch v2,Nintendo Switch v2,Videojuegos,Gaming & Consoles,Mobile & Gadgets,Mobile & Gadgets,
horno de barro,clay oven,Hogar y Vida,Home & Living,Men Bags,Men Bags,
perfumes alternativos,alternative perfumes,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
zapatillas converse,converse sneakers,Deportes y Fitness,Men Shoes,Men Shoes,,
parlantes bluetooth,bluetooth speakers,Electrónica,Electronics,,,
jeans hombre,men's jeans,Ropa de Hombre,Men Clothes,Men Clothes,,
notebook asus,asus notebook,Computación,Computing,Computing,,
zapatillas urbanas mujer,women's urban sneakers,Calzado de Mujer,Men Shoes,Men Shoes,Men Shoes,
sodimac melipilla,sodimac melipilla,Others,,,,
sodi,sodi,Others,Fashion Accessories,,,
frague,forge,Hogar y Vida,Home & Living,,,
iphone 11 64gb precio,iphone 11 64gb price,Celulares y Gadgets,,,,
motorola g30,motorola g30,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
sandalias mujer,women's sandals,Calzado de Mujer,Women Shoes,Women Shoes,,
juego de baño sodimac,sodimac bathroom set,Others,,,,
lavadora secadora samsung,samsung washer dryer,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
separador de ambientes sodimac,sodimac room divider,Others,,,,
combustión lenta sodimac,slow combustion sodimac,Others,,,,
generador bauker,bauker generator,Electrodomésticos,,,,
juego de vajilla,dinnerware set,Hogar y Vida,Home & Living,,,
audifonos panasonic,panasonic headphones,Electrónica,Mobile & Gadgets,Mobile & Gadgets,,
cubrepiso sodimac,sodimac floor covering,Others,,,,
colchon king,king mattress,Hogar y Vida,Home & Living,,,
trajes formales hombre,men's formal suits,Ropa de Hombre,Men Clothes,Men Clothes,,
reloj huawei,huawei watch,Joyas y Relojes,Mobile & Gadgets,Mobile & Gadgets,,
botas largas,long boots,Calzado de Mujer,Women Shoes,Women Shoes,,
superdry,superdry,Ropa de Mujer,Women Bags,,,
pasta muro,wall paste,Hogar y Vida,Computers & Accessories,Computers & Accessories,Computers & Accessories,Computers & Peripherals
blue seduction antonio banderas,blue seduction antonio Banderas,Belleza,Stationery,Sports & Outdoors,Sports & Outdoors,
malla acma c92,acma c92 mesh,Hogar y Vida,,,,
funda computador,computer case,Computación,,Computing,,
ventanas pvc,PVC windows,Hogar y Vida,Home & Living,,,
directv go,directv go,Electrónica,Stationery,Health,Health,
ropa interior hombre,men's underwear,Ropa de Hombre,Men Clothes,Men Clothes,,
zapatillas aldo mujer,aldo women sneakers,Calzado de Mujer,Women Shoes,Women Shoes,Men Shoes,
riego automatico sodimac,Sodimac automatic irrigation,Others,,,,
degas zapatos,degas shoes,Calzado de Mujer,,,,
calendario 2022 chile con feriados,2022 chile calendar with holidays,Papelería,,,,
mesones de acero inoxidable,stainless steel countertops,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
arriendo departamento las condes,apartment for rent in las condes,Others,,,,
impresora 3d chile,3d printer chile,Computación,,,,
alcotest,breathalyzer,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
keratina,keratin,Belleza,Home & Living,Beauty,,
adaptador hdmi a vga,hdmi to vga adapter,Electrónica,Computing,Mobile & Gadgets,Mobile & Gadgets,
contenedores de reciclaje,recycling bins,Hogar y Vida,Beauty,Home & Living,,
redmi 8,redmi 8,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
faroles solares,solar lanterns,Hogar y Vida,Home & Living,Sports & Fitness,,
lavadora industrial,industrial washing machine,Electrodomésticos,Home & Living,,,
audifonos gamer inalambricos,wireless gamer headphones,Electrónica,Mobile & Gadgets,Mobile & Gadgets,,
zapatillas con luces niña,sneakers with lights for girls,Calzado de Mujer,Baby & Kids Fashion,Baby & Kids Fashion,,
zapatilla puma,puma sneaker,Calzado de Hombre,Men Shoes,Men Shoes,,
nuskin chile,nuskin chile,Belleza,,,,
batidora planetaria,planetary mixer,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
fit formula gato,fit formula cat,Mascotas,Pets,Pets,Pets,
sonic para colorear,sonic coloring pages,Libros y Revistas,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
bolsas de regalo por mayor,wholesale gift bags,Hogar y Vida,Toys & Hobbies,Home & Living,,
quita esmalte permanente,permanent nail polish remover,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
leche nido etapa 3,Nido milk stage 3,Madre y Bebé,,,,
iphone 14,iphone 14,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
tv 43 pulgadas,43 inch tv,Electrónica,Electronics,,,
audifonos para iphone,headphones for iphone,Celulares y Gadgets,Mobile & Gadgets,,,
maquina de coser merritt,merritt sewing machine,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
ron zacapa,zacapa rum,Alimentos y Bebidas,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
samsung a71 precio,samsung a71 price,Celulares y Gadgets,,,,
audifonos con microfono,headphones with microphone,Computación,Mobile & Gadgets,Mobile & Gadgets,,
estufas a gas de 5 kilos,5 kilo gas stoves,Electrodomésticos,,,,
títere de dedo,finger puppet,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
lavaplatos sobre cubierta,dishwasher on top of the counter,Hogar y Vida,Audio,Automobiles,Automobiles,
samsung s9,samsung s9,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
serrano,mountaineer,Alimentos y Bebidas,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
carrito supermercado juguete,toy supermarket cart,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
desfibrilador,defibrillator,Salud,Beauty,,,
depilador facial mujer,women's facial hair remover,Belleza,Health,Health,Health,Health & Wellness
cobertores king,king size duvets,Hogar y Vida,Mom & Baby,,,
patito de papel,paper duck,Juguetes y Hobbies,Home & Living,Home & Living,Home & Living,Home & Living
disfraz scream,scream costume,Juguetes y Hobbies,Fashion Accessories,,,
traje de baño control abdomen,tummy control swimsuit,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
camaras ip,ip cameras,Electrónica,Electronics,Electronics,,
crema para las varices,cream for varicose veins,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
