size,width,height
128,800,800
49,1024,1024
119,800,800
137,800,800
130,1024,1024
209,800,800
195,1000,1000
137,1024,1024
148,800,800
94,600,600
171,800,800
50,800,800
132,1024,1024
71,600,600
583,1000,1000
147,800,800
56,800,800
127,800,800
41,945,945
164,1024,1024
157,750,750
106,1024,1024
123,1024,1024
173,800,800
137,800,800
205,750,750
658,1000,1000
222,1000,1000
250,800,800
254,667,667
602,1000,1000
97,800,800
220,800,800
25,500,500
117,600,600
34,450,450
517,1024,1024
849,998,998
296,1000,1000
198,800,800
179,1024,1024
227,1024,1024
473,800,800
48,800,800
61,404,404
315,1024,1024
90,800,800
339,600,600
120,720,720
114,1000,1000
251,846,846
63,800,800
108,800,800
85,800,800
191,1024,1024
243,800,800
63,500,500
189,1001,1001
86,800,800
51,800,800
75,800,800
62,1024,1024
234,1000,1000
118,601,601
50,1024,1024
155,800,800
82,800,800
62,800,800
119,800,800
94,800,800
91,1024,1024
300,800,800
128,900,900
75,1024,1024
154,1024,1024
205,800,800
188,800,800
296,800,800
354,1000,1000
16,600,600
84,1024,1024
74,1024,1024
123,800,800
413,800,800
198,1000,1000
139,600,600
210,800,800
148,743,743
166,1000,1000
240,800,800
558,1024,1024
125,600,600
130,800,800
119,800,800
183,800,800
281,1000,1000
364,1024,1024
72,800,800
137,497,497
68,1000,1000
115,800,800
626,1024,1024
105,800,800
227,1024,1024
187,800,800
135,1000,1000
148,1024,1024
174,800,800
185,1000,1000
220,800,800
112,1024,1024
472,1024,1024
36,640,640
186,1000,1000
133,1000,1000
91,800,800
122,800,800
312,800,800
212,800,800
299,800,800
464,1000,1000
289,1000,1000
170,1024,1024
123,800,800
230,1024,1024
29,501,501
101,800,800
691,838,838
110,800,800
398,1024,1024
247,800,800
89,1019,1019
139,1000,1000
215,1000,1000
198,1000,1000
153,1000,1000
276,800,800
228,1024,1024
223,600,600
224,800,800
174,700,700
299,1024,1024
151,1024,1024
348,800,800
210,1024,1024
198,1024,1024
112,800,800
85,800,800
208,796,796
240,1001,1001
106,525,525
512,800,800
101,620,620
386,1000,1000
141,1024,1024
615,1024,1024
13,253,253
243,800,800
126,800,800
99,800,800
66,1000,1000
445,787,787
469,800,800
37,430,430
139,1001,1001
52,800,800
114,850,850
122,800,800
122,800,800
91,800,800
142,1024,1024
347,940,940
330,1024,1024
185,800,800
524,1000,1000
209,800,800
67,800,800
304,960,960
86,800,800
341,1000,1000
236,800,800
315,800,800
228,800,800
228,812,812
79,800,800
872,1024,1024
116,600,600
130,1024,1024
186,800,800
45,410,410
276,1024,1024
191,1000,1000
247,633,633
145,800,800
181,800,800
574,1024,1024
187,1024,1024
404,800,800
151,1000,1000
338,1000,1000
319,1024,1024
217,1024,1024
57,905,905
418,1024,1024
191,851,851
334,800,800
176,1001,1001
149,800,800
112,800,800
28,275,275
311,800,800
217,1024,1024
68,497,497
150,800,800
539,1024,1024
94,800,800
269,1000,1000
187,949,949
181,900,900
117,1024,1024
190,1001,1001
226,906,906
194,1024,1024
119,1024,1024
63,720,720
177,800,800
134,800,800
212,760,760
161,800,800
502,800,800
272,1024,1024
218,800,800
85,800,800
182,1024,1024
138,738,738
125,800,800
112,800,800
80,500,500
337,800,800
160,945,945
436,1024,1024
385,800,800
40,800,800
323,1024,1024
279,800,800
212,750,750
283,800,800
121,800,800
83,800,800
54,800,800
146,1000,1000
388,800,800
431,1024,1024
205,1024,1024
136,800,800
223,800,800
258,1024,1024
149,800,800
354,800,800
217,800,800
179,1024,1024
188,1000,1000
278,750,750
696,1024,1024
120,800,800
253,1024,1024
253,1024,1024
241,1340,1785
103,800,800
153,800,800
378,800,800
469,1000,1000
533,800,800
282,1024,1024
268,1024,1024
220,1001,1001
153,1000,1000
1445,1340,1785
343,1000,1000
104,640,640
932,1024,1024
748,1024,1024
153,1024,1024
117,800,800
301,800,800
138,745,745
96,350,350
440,1024,1024
330,1000,1000
131,1000,1000
141,800,800
423,1024,1024
241,800,800
98,1024,1024
117,760,760
137,603,603
103,578,578
283,1024,1024
157,800,800
132,800,800
85,701,701
195,1024,1024
967,800,800
250,1022,1022
164,800,800
226,1024,1024
434,800,800
115,1024,1024
158,800,800
90,800,800
44,800,800
146,1024,1024
221,800,800
584,1000,1000
194,800,800
402,800,800
271,800,800
65,800,800
270,1024,1024
265,800,800
216,800,800
280,1024,1024
129,1000,1000
170,800,800
586,800,800
114,800,800
156,800,800
121,800,800
175,800,800
220,800,800
346,1000,1000
526,800,800
250,800,800
162,1001,1001
144,1000,1000
752,1024,1024
589,800,800
129,1024,1024
119,1024,1024
688,800,800
87,1024,1024
554,1024,1024
65,800,800
230,800,800
45,500,500
61,1000,1000
60,800,800
140,1000,1000
104,800,800
363,800,800
145,800,800
201,800,800
39,800,800
114,1000,1000
142,1000,1000
240,1000,1000
103,800,800
238,846,846
121,1024,1024
137,800,800
455,800,800
172,750,750
71,499,499
156,800,800
445,1024,1024
130,746,746
249,1024,1024
127,720,720
533,1024,1024
39,591,591
134,1000,1000
158,1024,1024
148,1000,1000
8,225,225
246,800,800
160,1024,1024
29,588,588
71,598,598
73,842,595
227,1024,1024
174,800,800
380,1024,1024
143,800,800
313,800,800
187,750,749
94,800,800
140,1000,1000
143,800,800
117,800,800
384,804,804
162,800,800
142,1024,1024
82,800,800
63,800,800
189,682,682
135,800,800
263,1024,1024
703,1024,1024
193,746,746
914,1024,1024
55,600,600
236,800,800
42,750,750
44,640,640
756,800,800
273,1024,1024
355,1000,1000
31,320,320
253,1024,1024
35,800,800
212,1000,1000
124,723,723
48,640,640
185,1024,1024
264,800,800
263,1024,1024
174,1000,1000
744,1024,1024
205,800,800
100,1000,1000
325,1024,1024
146,1024,1024
302,1000,1000
420,800,800
395,800,800
150,1024,1024
76,1024,1024
156,1024,1024
166,1000,1000
322,800,800
193,800,800
210,800,800
210,800,800
308,850,850
486,800,800
139,800,800
162,800,800
158,800,800
91,800,800
179,800,800
75,637,637
535,945,945
450,1000,1000
255,800,800
283,1024,1024
217,494,494
737,1024,1024
153,800,800
49,600,600
172,1024,1024
457,1024,1024
521,1024,1024
239,1024,1024
309,1024,1024
540,800,800
294,900,900
556,1024,1024
134,1024,1024
97,800,800
74,799,799
1452,1200,1200
310,1024,1024
25,346,346
300,1000,1000
155,960,960
87,1024,1024
103,1000,1000
222,1000,1000
194,1000,1000
651,800,800
327,1024,1024
187,800,800
178,800,800
36,444,444
46,800,800
173,800,800
155,1024,1024
189,800,800
313,800,800
344,1000,1000
616,1024,1024
111,1024,1024
97,800,800
569,800,800
89,1000,1000
500,800,800
36,1200,1200
127,800,800
165,640,639
72,750,750
334,800,800
59,1000,1000
111,760,760
56,1001,1001
214,1024,1024
434,800,800
135,800,800
245,1024,1024
87,800,800
93,727,727
216,1024,1024
16,400,400
278,800,800
135,1024,1024
310,1024,1024
244,800,800
106,800,800
98,800,800
147,800,800
339,800,800
47,800,800
206,1024,1024
109,447,447
283,1024,1024
139,711,711
157,800,800
264,800,800
94,800,800
442,800,800
724,1024,1024
205,1000,1000
313,1000,1000
450,800,800
82,1000,1000
612,1024,1024
49,1024,1024
168,800,800
146,600,600
112,1000,1000
64,1024,1024
723,1024,1024
71,500,500
514,800,800
447,1024,1024
194,1000,1000
353,1024,1024
80,800,800
343,1024,1024
353,800,800
140,1024,1024
609,800,800
299,1000,1000
295,1024,1024
367,800,800
574,1024,1024
268,618,618
71,1024,1024
131,800,800
363,1000,1000
104,800,800
255,1000,1000
244,800,800
315,800,800
93,1001,1001
114,800,800
50,515,515
36,800,800
391,800,800
223,1024,1024
113,800,800
616,676,676
56,800,800
100,800,800
88,800,800
180,1024,1024
153,1024,1024
1109,1024,1024
313,720,720
233,800,800
128,750,750
85,525,525
287,1024,1024
273,1024,1024
224,1024,1024
211,800,800
110,800,800
224,1024,1024
53,500,500
180,800,800
1212,1024,1024
262,800,800
148,800,800
546,1024,1024
69,1024,1024
161,1000,1000
239,800,800
112,800,800
222,1000,1000
601,1024,1024
93,800,800
250,800,800
160,1000,1000
123,750,750
206,794,794
119,600,600
123,718,718
517,1024,1024
121,1000,1000
76,800,800
157,800,800
174,1024,1024
155,800,800
315,1024,1024
117,800,800
185,800,800
65,520,520
144,800,800
43,500,500
314,1024,1024
136,800,800
143,800,800
118,800,800
206,800,800
214,800,800
224,800,800
31,790,790
106,800,800
258,1024,1024
825,1000,1000
113,926,926
184,800,800
131,1024,1024
123,992,992
33,523,523
149,1024,1024
164,1024,1024
103,800,800
158,800,800
122,800,800
97,800,800
834,1024,1024
290,1000,1000
258,1024,1024
49,600,600
157,800,800
120,736,736
110,520,520
169,800,800
33,800,800
91,800,800
134,800,800
106,750,750
71,540,540
226,800,800
313,800,800
710,1024,1024
81,1000,1000
67,640,640
141,700,700
342,1024,1024
269,1024,1024
388,800,800
178,800,800
85,1000,1000
163,800,800
108,800,800
60,640,640
218,1001,1001
189,723,723
129,800,800
158,1024,1024
461,1024,1024
107,600,600
177,1024,1024
90,800,800
35,800,800
125,592,592
315,960,960
200,678,678
139,800,800
205,1024,1024
59,811,811
872,1024,1024
172,800,800
273,800,800
198,1000,1000
97,800,800
183,800,800
493,800,800
92,800,800
188,800,800
551,1000,1000
175,1024,1024
231,1024,1024
202,1000,1000
76,640,640
204,800,800
333,800,800
159,1024,1024
131,800,800
464,800,800
264,1024,1024
43,800,800
883,1024,1024
79,1024,1024
159,1000,1000
92,492,492
111,1024,1024
305,1000,1000
383,800,800
104,800,800
371,800,800
105,1000,1000
41,800,800
46,550,550
271,800,800
472,1024,1024
512,1024,1024
148,1001,1001
87,1000,1000
79,1000,1000
526,1000,1000
70,800,800
112,800,800
238,800,800
210,854,854
158,1000,1000
184,800,800
119,800,800
85,774,774
184,1024,1024
69,800,800
288,800,800
172,943,943
62,507,507
70,603,603
43,800,800
57,800,800
194,800,800
467,1000,1000
179,800,800
240,1024,1024
132,1000,1000
229,800,800
90,800,800
55,1024,1024
216,800,800
274,1000,1000
136,1000,1000
93,1000,1000
168,1024,1024
323,1024,1024
110,922,922
47,489,489
185,800,800
67,880,880
221,1000,1000
40,1024,1024
252,1024,1024
269,900,900
41,640,640
156,1024,1024
475,1024,1024
451,800,800
198,1000,1000
274,1000,1000
163,800,800
138,800,800
200,1024,1024
177,800,800
185,900,900
430,1024,1024
200,800,800
56,800,800
132,800,800
354,800,800
336,1024,1024
332,1024,1024
83,1024,1024
164,800,800
217,1000,1000
452,790,790
180,1024,1024
598,804,804
123,800,800
660,800,800
263,1200,1200
177,1024,1024
28,400,400
69,800,800
486,800,800
277,1024,1024
141,800,800
98,700,700
217,800,800
57,562,562
280,800,800
142,800,800
70,1024,1024
335,800,800
222,737,737
184,1001,1001
168,611,611
114,800,800
230,1000,1000
200,800,800
170,1024,1024
110,800,800
111,900,900
90,1024,1024
211,685,685
286,1000,1000
251,1024,1024
69,500,500
324,800,800
181,1024,1024
659,1000,1000
146,800,800
117,1001,1001
167,800,800
218,800,800
935,1000,1000
36,320,320
252,1000,1000
265,800,800
269,800,800
575,1000,1000
142,800,800
182,800,800
406,793,793
274,1020,1020
83,520,520
101,812,812
66,1001,1001
96,657,657
278,800,800
59,378,378
797,1024,1024
321,720,720
653,1024,1024
61,800,800
175,1000,1000
100,960,960
278,800,800
66,500,500
572,1024,1024
160,800,800
202,800,800
286,1000,1000
160,800,800
59,800,800
794,1000,1000
151,800,800
91,800,800
397,800,800
360,1024,1024
98,550,550
118,800,800
80,1000,1000
108,800,800
51,800,800
225,1024,1024
198,800,800
100,1024,1024
291,800,800
78,400,400
144,1024,1024
62,800,800
170,800,800
490,800,800
485,1000,1000
110,800,800
243,800,800
347,1024,1024
632,1024,1024
189,1000,1000
102,800,800
42,561,561
152,800,800
379,800,800
223,800,800
147,727,727
248,520,520
138,800,800
250,975,975
91,550,550
192,800,800
324,800,800
188,1024,1024
88,1024,1024
276,1024,1024
241,800,800
146,800,800
254,1024,1024
231,750,750
94,800,800
777,1024,1024
14,498,498
237,1001,1001
403,1024,1024
156,800,800
162,1002,1002
74,1000,1000
415,800,800
85,644,644
183,1024,1024
274,800,800
88,1024,1024
152,800,800
316,800,800
58,350,350
277,1000,1000
652,800,800
301,800,800
211,1024,1024
209,1024,1024
1478,1024,1024
233,1001,1001
97,600,600
163,800,800
66,800,800
223,1024,1024
71,800,800
186,800,800
615,800,800
245,1024,1024
117,1024,1024
43,800,800
343,800,800
82,1024,1024
145,800,800
265,800,800
250,800,800
190,800,800
111,791,791
152,1024,1024
133,500,500
173,800,800
112,1000,1000
106,800,800
150,800,800
26,600,600
101,800,800
200,600,600
169,750,750
233,800,800
504,1024,1024
235,1000,1000
137,750,750
155,800,800
237,800,800
389,800,800
228,1024,1024
57,800,800
280,930,930
142,1024,1024
106,800,800
200,800,800
92,800,800
542,1000,1000
151,800,800
105,600,600
129,527,527
373,1000,1000
637,800,800
219,1024,1024
281,800,800
531,1024,1024
227,1024,1024
439,1000,1000
82,800,800
95,1024,1024
101,800,800
355,1024,1024
199,900,900
386,900,900
252,1000,1000
196,800,800
132,1000,1000
220,1024,1024
656,1024,1024
201,688,688
163,1024,1024
152,800,800
298,1024,1024
221,800,800
706,1024,1024
131,800,800
259,1000,1000
114,1001,1001
117,665,665
29,1024,1024
388,766,766
118,1000,1000
230,1024,1024
260,800,800
325,1024,1024
177,800,800
182,1001,1001
114,800,800
58,500,500
44,500,500
184,800,800
207,800,800
353,800,800
357,800,800
142,800,800
36,647,647
171,800,800
223,800,800
105,700,700
26,320,320
106,800,800
166,1001,1001
444,800,800
137,800,800
221,800,800
317,800,800
151,800,800
156,1024,1024
107,800,800
379,1024,1024
277,800,800
145,473,473
218,1000,1000
270,900,900
372,800,800
278,800,800
243,1000,1000
56,500,500
284,800,800
364,1000,1000
211,1024,1024
187,667,667
254,800,800
117,800,800
148,1001,1001
128,1000,1000
280,742,742
126,849,849
46,640,640
135,1024,1024
6,400,400
436,1024,1024
71,1000,1000
127,1000,1000
481,1024,1024
251,800,800
146,800,800
187,800,800
208,800,800
185,900,900
79,800,800
217,706,706
942,800,800
109,800,800
142,741,741
374,880,880
153,400,400
96,1024,1024
140,1000,1000
284,1000,1000
439,1000,1000
234,800,800
694,800,800
148,1024,1024
235,1000,1000
89,750,750
513,800,800
192,1024,1024
358,1024,1024
209,1000,1000
268,800,800
85,800,800
100,500,500
157,800,800
76,684,684
166,1000,1000
207,819,819
188,800,800
151,1000,1000
170,948,948
339,591,591
137,800,800
457,1024,1024
81,800,800
192,1024,1024
59,555,555
160,800,800
312,800,800
552,800,800
210,800,800
170,817,817
219,800,800
195,800,800
540,1000,1000
239,800,800
235,800,800
193,1024,1024
165,800,800
255,800,800
84,800,800
159,800,800
1200,1024,1024
75,800,800
102,800,800
127,1000,1000
278,800,800
455,1000,1000
66,500,500
179,800,800
763,1024,1024
264,649,649
78,800,800
775,1024,1024
142,1000,1000
359,612,612
116,800,800
119,851,851
226,1024,1024
169,800,800
307,1024,1024
260,800,800
131,800,800
122,800,800
30,500,500
109,800,800
541,1024,1024
184,1001,1001
132,800,800
525,1024,1024
1042,800,800
190,800,800
64,640,640
63,766,766
259,661,661
76,650,650
128,800,800
148,750,750
301,800,800
296,1024,1024
488,800,800
262,1000,1000
194,1024,1024
624,1024,1024
307,1024,1024
201,1024,1024
287,1024,1024
1191,1024,1024
199,1000,1000
58,403,403
462,800,800
216,800,800
49,800,800
642,1024,1024
383,570,570
37,540,540
451,1024,1024
208,1024,1024
148,800,800
109,1024,1024
105,1000,1000
384,800,800
389,800,800
217,800,800
217,800,800
147,800,800
233,800,800
393,1000,1000
69,800,800
181,684,684
64,756,756
95,800,800
231,802,802
150,800,800
36,800,800
555,1024,1024
46,1024,1024
204,960,960
92,640,640
147,1000,1000
66,600,600
130,1000,1000
229,792,792
205,800,800
125,654,654
190,750,750
268,1001,1001
226,1024,1024
159,1024,1024
165,800,800
292,800,800
248,800,800
305,1024,1024
47,800,800
692,1024,1024
125,800,800
165,1024,1024
285,800,800
177,800,800
36,800,800
301,800,800
516,1024,1024
53,800,800
1288,1024,1024
197,835,835
482,1000,1000
137,800,800
219,800,800
513,1024,1024
181,1024,1024
42,800,800
33,800,800
341,1000,1000
65,1000,1000
153,769,769
149,716,716
107,895,895
397,800,800
49,640,640
223,800,800
382,800,800
879,850,850
95,640,640
240,800,800
38,600,600
126,1010,1010
127,1024,1024
108,800,800
519,788,788
190,800,800
129,1000,1000
480,800,800
102,800,800
51,800,800
82,800,800
157,1000,1000
172,800,800
919,800,800
252,800,800
86,800,800
413,800,800
185,800,800
433,800,800
753,1024,1024
217,800,800
329,800,800
151,800,800
93,584,584
160,1024,1024
195,1024,1024
97,800,800
93,500,500
51,500,500
314,800,800
248,1024,1024
47,515,515
213,1024,1024
69,1024,1024
221,1000,1000
369,800,800
200,800,800
60,800,800
211,642,642
154,1024,1024
245,1024,1024
186,800,800
100,800,800
162,1024,1024
231,1000,1000
278,1024,1024
88,800,800
163,800,800
488,800,800
350,800,800
105,1024,1024
98,800,800
638,800,800
91,800,800
114,800,800
461,675,675
79,800,800
643,800,800
414,1000,1000
434,800,800
321,800,800
179,1024,1024
346,800,800
204,800,800
115,800,800
91,800,800
263,1024,1024
242,1024,1024
544,1024,1024
193,1010,1010
628,1000,1000
23,500,500
448,1000,1000
114,800,800
191,750,750
253,800,800
40,400,400
29,800,800
692,1024,1024
71,640,640
84,800,800
94,800,800
305,640,640
245,800,800
44,1010,1010
54,800,800
71,560,560
173,1001,1001
88,800,800
103,800,800
409,800,800
507,1024,1024
255,1024,1024
85,800,800
178,800,800
159,800,800
194,1024,1024
303,800,800
212,1024,1024
864,1024,1024
316,800,800
357,699,699
245,1024,1024
173,1024,1024
215,800,800
132,780,780
148,800,800
250,800,800
128,1000,1000
126,800,800
90,750,750
259,800,800
174,800,800
402,1000,1000
232,802,802
116,1000,1000
132,600,600
135,1024,1024
52,520,520
795,1000,1000
247,1000,1000
510,800,800
148,800,800
264,1024,1024
32,500,500
270,1001,1001
120,1024,1024
136,1024,1024
133,850,850
129,765,765
280,800,800
1098,1200,1200
440,800,800
36,800,800
68,635,635
64,600,540
435,800,800
101,800,800
197,800,800
178,1001,1001
198,800,800
722,800,800
1010,1024,1024
57,500,500
590,960,960
71,800,800
563,1024,1024
90,1024,1024
190,800,800
74,800,800
501,1000,1000
153,800,800
290,800,800
37,304,304
499,1000,1000
383,800,800
112,913,913
233,800,800
71,1024,1024
259,800,800
351,765,765
428,800,800
174,700,700
58,483,483
554,800,800
100,552,552
149,1024,1024
125,800,800
284,1024,1024
216,800,800
104,640,640
268,800,800
195,800,800
618,800,800
181,800,800
119,800,800
311,1024,1024
161,780,780
108,800,800
170,1024,1024
57,800,800
138,828,828
165,1024,1024
185,1000,1000
215,800,800
333,800,800
926,1000,1000
112,800,800
606,1024,1024
430,1024,1024
373,1024,1024
88,800,800
808,800,800
206,800,800
62,800,800
101,1024,1024
397,800,800
208,1024,1024
202,1024,1024
230,1001,1001
170,800,800
1242,1024,1024
192,800,800
41,600,600
117,795,795
107,1024,1024
778,800,800
225,1024,1024
35,600,600
186,1000,1000
182,800,800
73,800,800
182,1024,1024
318,800,800
81,800,800
79,663,663
510,800,800
102,800,800
133,1024,1024
958,1024,1024
253,1024,1024
267,700,700
132,800,800
209,800,800
45,800,800
266,800,800
162,800,800
80,800,800
252,1000,1000
369,800,800
140,800,800
368,1000,1000
213,1000,1000
86,800,800
148,1024,1024
296,800,800
300,800,800
146,806,806
268,1000,1000
42,800,800
215,799,800
228,1000,1000
113,800,800
141,800,800
518,800,800
95,676,676
238,1024,1024
115,800,800
101,800,800
153,800,800
152,1000,1000
209,1024,1024
240,720,720
154,800,800
530,1000,1000
397,1000,1000
1448,1024,1024
47,700,700
137,640,640
399,700,700
122,1000,1000
180,898,898
217,1024,1024
424,800,800
133,800,800
104,764,764
203,501,501
250,528,528
184,800,800
58,1024,1024
406,800,800
446,1024,1024
78,800,800
133,960,960
133,596,596
242,800,800
177,800,800
379,800,800
163,800,800
26,500,500
142,1024,1024
674,1024,1024
474,800,800
86,800,800
145,1000,1000
189,800,800
134,800,800
171,791,791
58,800,800
264,800,800
144,800,800
116,1024,1024
72,600,600
293,1024,1024
166,1024,1024
242,1024,1024
150,1024,1024
622,800,800
306,800,800
44,600,600
87,600,600
79,800,800
96,760,760
102,800,800
113,912,912
142,750,750
134,800,800
29,384,384
351,1000,1000
851,1024,1024
542,1024,1024
591,926,926
240,800,800
143,1024,1024
146,1001,1001
596,800,800
161,800,800
179,800,800
111,1024,1024
140,1000,1000
550,800,805
34,638,638
56,452,452
135,800,800
277,800,800
304,1001,1001
152,800,800
389,747,747
105,750,750
62,800,800
212,1000,1000
182,800,800
175,488,488
177,800,800
259,700,700
130,800,800
25,447,447
223,800,800
217,1024,1024
71,640,640
250,1000,1000
182,1024,1024
856,1024,1024
214,800,800
300,800,800
195,800,800
156,1000,1000
181,593,593
243,1000,1000
184,800,800
129,800,800
442,800,800
78,800,800
225,800,800
194,1000,1000
276,800,800
121,1024,1024
252,800,800
166,1024,1024
182,800,800
523,1000,1000
496,800,800
1107,1024,1024
125,732,732
69,1024,1024
90,799,799
127,1024,1024
46,844,844
259,800,800
124,1020,1020
99,800,800
178,800,800
96,571,571
202,1024,1024
438,1024,1024
179,1000,1000
234,1024,1024
100,1024,1024
246,1024,1024
430,800,800
232,1024,1024
273,1000,1000
452,800,800
331,1024,1024
125,1024,1024
205,800,800
305,800,800
49,991,991
129,1000,1000
110,800,800
183,800,800
350,800,800
38,1000,1000
202,1001,1001
152,1000,1000
91,800,800
57,1024,1024
153,1024,1024
254,1024,1024
117,800,800
201,800,800
26,640,640
33,418,418
314,800,800
125,1000,1000
389,1001,1001
155,800,800
166,1024,1024
104,640,640
226,1024,1024
249,1024,1024
236,810,810
176,1001,1001
171,800,800
517,1024,1024
118,750,750
143,500,500
418,800,800
198,1000,1000
142,800,800
393,900,900
51,800,800
217,1024,1024
111,800,800
19,343,343
141,800,800
146,1024,1024
58,500,500
965,1000,1000
26,480,480
395,1024,1024
11,400,400
294,800,800
91,769,769
596,1001,1001
72,738,738
101,1024,1024
118,800,800
125,786,786
135,800,800
153,1024,1024
174,800,800
84,1024,1024
355,1000,1000
200,1024,1024
130,1001,1001
253,1024,1024
173,1020,1020
313,800,800
95,554,554
59,320,320
318,800,800
83,800,800
153,1024,1024
276,800,800
406,1024,1024
242,760,760
85,800,800
222,800,800
122,1000,1000
231,1024,1024
82,629,629
192,1024,1024
70,1024,1024
136,799,799
244,1024,1024
171,1007,1007
81,800,800
237,1000,1000
120,800,800
249,1000,1000
40,640,640
803,1024,1024
244,1000,1000
319,768,768
87,800,800
117,800,800
135,800,800
198,800,800
150,800,800
187,600,600
169,800,800
237,960,960
533,800,800
91,800,800
83,1000,1000
123,800,800
333,565,577
522,1024,1024
195,1024,1024
391,1024,1024
92,800,800
600,800,800
92,1024,1024
653,1024,1024
107,800,800
356,873,873
269,800,800
87,600,600
376,1024,1024
459,1024,1024
246,800,800
362,1024,1024
231,800,800
295,800,800
163,800,800
50,1024,1024
141,800,800
98,800,800
423,800,800
197,900,900
243,800,800
439,1024,1024
171,800,800
141,1024,1024
25,800,800
125,1000,1000
196,800,800
245,1024,1024
81,800,800
430,1000,1000
221,1024,1024
125,1024,1024
238,592,592
78,719,719
159,1024,1024
391,800,800
78,800,800
204,800,800
188,1000,1000
257,800,800
76,597,597
267,800,800
458,800,800
332,1024,1024
202,1024,1024
20,640,640
177,800,800
195,800,800
76,1024,1024
192,1000,1000
110,800,800
49,640,639
168,1024,1024
34,378,378
179,1024,1024
83,1024,1024
84,860,860
159,1024,1024
358,1024,1024
334,1024,1024
7,225,225
94,350,350
100,800,800
81,800,800
190,800,800
409,800,800
246,800,800
451,1024,1024
115,800,800
114,750,750
272,800,800
188,1024,1024
172,800,800
670,1024,1024
130,550,550
116,1000,1000
290,800,800
92,1024,1024
379,1024,1024
79,800,800
40,1000,1000
94,1024,1024
202,800,800
182,1024,1024
427,800,800
474,1024,1024
42,800,800
234,1024,1024
182,1024,1024
295,1000,1000
653,1024,1024
95,1000,1000
207,800,800
769,1024,1024
208,850,850
434,1024,1024
486,1024,1024
8,220,220
114,800,800
295,1024,1024
125,800,800
237,900,900
128,897,897
44,496,496
705,800,800
348,800,800
137,1080,1080
520,1000,1000
89,799,799
233,800,800
66,750,750
309,800,800
171,800,800
225,800,800
253,800,800
48,400,400
318,1000,1000
157,800,800
134,801,801
633,1024,1024
90,1000,1000
51,640,640
151,800,800
112,1000,1000
295,800,800
71,742,742
419,800,800
172,772,772
290,1024,1024
211,800,800
561,1024,1024
187,1024,1024
180,1024,1024
117,750,750
391,1000,1000
204,800,800
386,1024,1024
330,800,800
184,1000,1000
829,800,800
83,500,500
318,1000,1000
96,800,800
94,1024,1024
146,800,800
199,800,800
138,800,800
112,800,800
167,1000,1000
436,1000,1000
242,800,800
276,800,800
216,800,800
89,800,800
175,750,750
724,800,800
171,800,800
110,800,800
116,800,800
202,1024,1024
449,1000,1000
183,800,800
49,800,800
129,1024,1024
285,1024,1024
166,960,960
72,800,800
231,800,800
154,800,800
240,1000,1000
310,1024,1024
116,1001,1001
115,750,750
114,626,626
546,800,800
162,800,800
414,1024,1024
117,800,800
34,565,565
92,800,800
171,1024,1024
95,1024,1024
161,800,800
469,800,800
529,1024,1024
79,800,800
84,600,600
197,800,800
95,800,800
426,800,800
579,800,800
138,800,800
163,984,984
188,1024,1024
67,1024,1024
223,1000,1000
234,1000,1000
465,1024,1024
68,760,760
398,1024,1024
154,800,800
75,800,800
88,1001,1001
506,1000,1000
89,1000,1000
174,800,800
200,1024,1024
141,800,800
630,1000,1000
336,1000,1000
204,1024,1024
359,990,990
117,1000,1000
100,640,640
162,900,900
73,1000,1000
104,800,800
158,800,800
184,800,800
330,1024,1024
74,760,760
156,1024,1024
28,500,500
120,800,800
221,800,800
247,1024,1024
194,1000,1000
508,800,800
178,1024,1024
1189,790,829
184,800,800
139,1000,1000
705,1024,1024
11,225,225
84,800,800
103,800,800
236,1024,1024
584,1024,1024
115,1024,1024
250,800,800
404,1024,1024
74,639,639
212,800,800
105,800,800
303,1000,1000
55,603,603
497,1024,1024
198,1024,1024
116,743,743
395,800,800
1078,1024,1024
73,870,870
262,1024,1024
124,800,800
278,800,800
146,600,600
373,769,769
152,749,749
475,851,851
146,1000,1000
245,800,800
279,800,800
103,1000,1000
165,800,800
124,730,730
245,800,800
58,800,800
123,800,800
57,800,800
126,800,800
837,800,800
201,802,802
75,799,799
119,800,800
221,800,800
457,1024,1024
77,500,500
308,1000,1000
498,1024,1024
299,1024,1024
596,800,800
145,700,700
66,720,720
209,790,790
259,800,800
174,1024,1024
118,1000,1000
41,1024,1024
70,612,612
137,800,800
364,764,764
1123,800,800
206,800,800
252,800,800
101,800,800
128,800,800
106,800,800
145,765,765
82,800,800
253,1024,1024
101,800,800
249,1024,1024
278,800,800
335,800,800
146,1001,1001
149,800,800
279,1000,1000
358,800,800
165,922,922
712,1024,1024
132,800,800
472,1024,1024
602,1024,1024
33,510,510
195,800,800
356,1000,1000
112,1024,1024
215,800,800
368,1024,1024
189,800,800
449,1024,1024
87,614,614
106,800,800
83,600,600
374,800,800
238,1024,1024
59,640,640
554,699,699
426,1000,1000
680,1024,1024
90,799,799
183,800,800
114,1024,1024
265,800,800
74,800,800
86,800,800
160,1024,1024
184,750,750
82,1000,1000
220,1024,1024
47,640,640
587,1001,1001
101,800,800
39,400,405
185,1000,1000
130,800,800
137,750,750
517,800,800
305,800,800
94,1000,1000
223,800,800
231,800,800
100,500,500
151,1024,1024
358,1024,1024
63,1024,1024
93,625,625
102,640,640
149,800,800
685,1024,1024
165,1024,1024
82,800,800
64,800,800
211,1024,1024
