"keyword","category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"propolinse mouthwash","Beauty & Personal Care","Beauty & Personal Care",,
"canvas tote bags singapore","Women's Bags",,,
"rice cooker philips","Home Appliances","Home Appliances","Home Appliances",
"bugles","Food & Beverages","Home & Living","Home & Living",
"clocks singapore","Home & Living","Home & Living","Hobbies & Collections","Hobbies & Collections"
"outdoor shoe cabinet","Home & Living","Home & Living","Home & Living",
"wired mouse","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals"
"rice cooker philips","Home Appliances","Home Appliances","Home Appliances",
"s hooks","Home & Living","Home & Living","Home & Living","Home & Living"
"sauna suit","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Women's Apparel"
"nike socks","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"soy milk machine","Home Appliances","Home Appliances","Home Appliances",
"study table with shelves","Home & Living","Home & Living","Home & Living",
"mothers day cake","Food & Beverages","Food & Beverages","Home & Living",
"samsung s21 ultra price singapore","Mobile & Gadgets",,,
"decals for cars","Automotive","Automotive","Automotive",
"socket extension","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"wall decoration","Home & Living","Home & Living","Home & Living",
"electric whisk","Home Appliances","Home Appliances","Home Appliances",
"cable concealer","Home & Living","Home & Living","Home Appliances",
"waist bags","Women's Bags","Men's Bags",,
"thirsty beer shop","Food & Beverages","Food & Beverages",,
"btwin bicycle","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"little baby","Toys, Kids & Babies","Toys, Kids & Babies",,
"9sseafood","Food & Beverages","Food & Beverages","Food & Beverages",
"baby breaths flower","Home & Living","Home & Living","Jewellery & Accessories",
"led car light","Automotive","Automotive","Automotive","Automotive"
"sexy women tops","Women's Apparel","Women's Apparel","Women's Apparel",
"925 tv","Jewellery & Accessories",,,
"womens laptop bag","Women's Bags","Women's Bags","Women's Bags",
"bicycle mudguard","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"daiso magic sponge","Home & Living","Home & Living","Home & Living",
"reflective sticker","Home & Living","Automotive","Automotive","Automotive"
"iced gem biscuit","Food & Beverages","Food & Beverages","Jewellery & Accessories",
"airbot iclean pro","Home Appliances","Home Appliances","Home Appliances",
"hotel pillow singapore","Home & Living",,"Home & Living",
"surface go 3","Mobile & Gadgets","Computers & Peripherals",,
"tea pot set","Home & Living","Home & Living","Home & Living",
"air tight container","Home & Living","Home & Living","Home & Living","Home & Living"
"outdoor foldable chair","Home & Living","Home & Living","Sports & Outdoors","Home & Living"
"peripera","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"16gb ddr4 ram","Computers & Peripherals","Computers & Peripherals",,
"copier machine","Computers & Peripherals","Home & Living","Home Appliances",
"tri fold bicycle","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"lable machine","Computers & Peripherals","Home Appliances","Home & Living",
"rawson retreat","Food & Beverages","Food & Beverages","Food & Beverages",
"subwoofers","Mobile & Gadgets","Automotive","Automotive",
"girl's hair style","Lifestyle",,,
"curtain window","Home & Living","Home & Living","Home & Living",
"hdmi to mini hdmi","Computers & Peripherals","Computers & Peripherals",,
"taiwan instant noodle","Food & Beverages","Food & Beverages",,
"the north face backpack","Men's Bags","Men's Bags","Sports & Outdoors",
"40 inches tv","Home Appliances","Home Appliances","Home Appliances",
"web cam cover","Computers & Peripherals","Mobile & Gadgets","Computers & Peripherals",
"lamp for study","Home & Living","Home & Living",,
"refrigerator mini","Home Appliances","Home Appliances","Home Appliances",
"basket for bike","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"sofa foldable bed","Home & Living","Home & Living","Home & Living",
"bedsheet single","Home & Living","Home & Living","Home & Living","Home & Living"
"ball pits","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
"bicycle cushion seat","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"sound proof curtain","Home & Living","Home & Living",,
"margarita glasses","Home & Living","Home & Living","Home & Living",
"curve rule","Home & Living","Home & Living","Home & Living",
"garena","Video Games","Kids Fashion","Dining, Travel & Services","Dining, Travel & Services"
"tile carpet","Home & Living","Home & Living","Home & Living",
"samsung tab s7 fe","Mobile & Gadgets",,"Mobile & Gadgets",
"gentle monster sunglasses","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"mlb shoe","Women's Shoes","Women's Shoes","Women's Shoes",
"prayers altar","Home & Living","Home & Living",,
"iphone 13 price","Mobile & Gadgets","Mobile & Gadgets",,
"timberland","Men's Wear","Men's Shoes","Men's Shoes","Men's Shoes"
"samsung watch 4","Mobile & Gadgets",,"Mobile & Gadgets",
"princess dresses","Kids Fashion","Kids Fashion","Kids Fashion",
"print t shirt machine","Home & Living","Kids Fashion",,
"wind shield","Automotive","Sports & Outdoors",,
"jolly ranchers","Food & Beverages","Food & Beverages",,
"screen projector singapore","Computers & Peripherals","Home Appliances","Home Appliances","Computers & Accessories"
"pop up waste","Home & Living","Home & Living","Home & Living",
"vivo x60 pro plus","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"shrimp affair","Pet Food & Supplies","Pet Food & Supplies",,
"casings","Mobile & Gadgets","Mobile & Gadgets","Women's Apparel",
"adidas singapore","Sports & Outdoors","Men's Wear","Men's Wear",
"samsung s22","Mobile & Gadgets",,"Mobile & Gadgets",
"mellower coffee","Food & Beverages",,"Home & Living",
"men ear studs","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"3090 price","Computers & Peripherals",,"Home & Living",
"clothing rack singapore","Home & Living",,"Home & Living",
"tag for clothing","Home & Living","Home & Living","Home & Living",
"the food peeps","Food & Beverages",,"Food & Beverages","Food & Beverages"
"ollie","Health & Wellness","Health & Wellness",,
"singapore sk","Jewellery & Accessories","Beauty","Beauty","Beauty"
"diy cny decoration 2022","Home & Living","Home & Living","Home & Living","Home & Living"
"artisan keycaps","Computers & Peripherals","Computers & Peripherals",,
"fortytwo singapore","Home & Living","Men Clothes","Home & Living","Home & Living"
"ba wang shampoo","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"余生请多指教","Hobbies & Books",,"Hobbies & Books",
"man in thongs","Men's Wear",,,
"dcpro","Sports & Outdoors","Computers & Peripherals",,
"toilet with basin","Home & Living","Home & Living",,
"rs cycle","Sports & Outdoors",,"Automotive",
"death notebook","Hobbies & Books","Home & Living","Home & Living",
"keychain singapore","Jewellery & Accessories",,"Automotive",
"cat6 cables","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"bars in holland village","Lifestyle",,,
"mi power bank 20000mah","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"best slow cooker singapore","Home Appliances",,,
"flower pots for sale","Home & Living",,"Home & Living",
"rgb strip lights","Home & Living","Home & Living","Home & Living",
"kimono men","Men's Wear","Men's Wear","Men's Wear",
"valentine's day dinner 2022","Lifestyle",,,
"shops open during cny 2022","Lifestyle",,,
"air con fan","Home Appliances","Home Appliances","Home Appliances",
"butter paper","Home & Living","Home & Living","Home & Living",
"where to buy ppe suit in singapore","Home & Living",,,
"brother sewing machine singapore","Home Appliances",,,
"hdmi adapter type c","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"shadowbox","Home & Living","Toys, Kids & Babies","Hobbies & Books",
"dustbin kitchen","Home & Living","Home & Living","Home & Living","Home & Living"
"best asian hair color","Beauty & Personal Care",,,
"sandfly repellent","Home & Living","Home & Living","Home & Living",
"kidstopia","Dining, Travel & Services",,"Dining, Travel & Services",
"northface jacket","Men's Wear","Men's Wear","Men's Wear",
"ang pao","Home & Living","Home & Living","Home & Living",
"keychain singapore","Jewellery & Accessories",,"Automotive",
"superior kitchen","Home Appliances","Home Appliances","Home Appliances",
"ang pao","Home & Living","Home & Living","Home & Living",
"s22 ultra price","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"cafe in bangkok","Lifestyle",,,
"cinnamonroll","Hobbies & Books","Home & Living","Home & Living",
"urbanlite luggage","Travel & Luggage","Travel & Luggage","Travel & Luggage",
"swinging chair","Home & Living","Home & Living",,
"painting brush","Home & Living","Home & Living","Home & Living",
"samsung tab a 8","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"my rude wife novel","Hobbies & Books","Books & Magazines","Books & Magazines","Books & Magazines"
"sterra singapore","Home & Living","Home & Living","Home Appliances","Home & Living"
"lg monitors","Computers & Peripherals",,"Computers & Peripherals",
"dyson air purifier fan","Home Appliances","Home Appliances",,
"lovito","Women's Apparel","Women's Apparel","Women's Apparel","Women's Apparel"
"qwerky colour","Beauty & Personal Care","Women's Apparel",,
"sunglasses clip on","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"lg monitors","Computers & Peripherals",,"Computers & Peripherals",
"hump pillow","Home & Living","Home & Living",,
"hunter honey","Food & Beverages","Food & Beverages",,
"dyson air purifier fan","Home Appliances","Home Appliances",,
"door soundproofing","Home & Living","Home & Living","Hobbies & Books",
"saturdayclub singapore","Women's Apparel","Women Clothes","Women Clothes","Women Clothes"
"jackets winter","Men's Wear","Women's Apparel",,
"tp.link router","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"boxes cardboard","Home & Living","Home & Living",,
"fast charge power bank","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"steamdeck singapore","Video Games","Gaming & Consoles","Gaming & Consoles","Gaming & Consoles"
"disposable table cloths","Home & Living","Home & Living","Home & Living",
"laptop screen extender","Computers & Peripherals",,"Computers & Peripherals",
"scientific calculator","Home & Living","Home & Living","Home & Living","Home & Living"
"motherworks singapore","Toys, Kids & Babies",,,
"whole animal butchery","Food & Beverages","Pet Food & Supplies","Pet Food & Supplies",
"island living","Home & Living","Home & Living","Home & Living",
"buy quilt","Home & Living",,,
"carlyn bag","Women's Bags","Women's Bags","Women's Bags",
"dog tags 2023","Pet Food & Supplies",,,
"coach laptop bag","Men's Bags","Women's Bags","Computers & Peripherals",
"dove body wash","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"water based sunscreen","Beauty & Personal Care","Beauty & Personal Care","Health & Wellness",
"singapore acer","Computers & Peripherals",,"Computers & Peripherals",
"canyon sg","Sports & Outdoors","Sports & Outdoors","Pets","Pets"
"heat pack for winter","Home & Living","Sports & Outdoors","Home Appliances",
"ice maker machine","Home Appliances","Home Appliances","Home Appliances",
"abirami jewellery singapore","Jewellery & Accessories",,,
"kueh ho jiak","Food & Beverages","Food & Beverages",,
"lv shoes","Women's Shoes","Men's Shoes","Women's Shoes",
"wanderlust and co","Home & Living","Dining, Travel & Services","Dining, Travel & Services",
"kueh ho jiak","Women's Apparel","Food & Beverages",,
"wanderlust and co","Sports & Outdoors","Dining, Travel & Services","Dining, Travel & Services",
"abirami jewellery singapore","Sports & Outdoors",,,
"lv shoes","Mobile & Gadgets","Men's Shoes","Women's Shoes",
"delphin vacuum singapore","Home Appliances",,,
"tag coffee","Food & Beverages","Food & Beverages","Food & Beverages","Baby & Kids Fashion"
"slurpy bear","Home & Living","Home & Living","Home & Living",
"luvatee spanish latte","Food & Beverages","Health","Health","Health"
"minyak ali dhab","Health & Wellness","Beauty","Beauty","Beauty"
"panasonic/tv","Home Appliances",,,
"sex chocolate singapore","Health & Wellness",,,
"haremsg","Home & Living","Baby & Kids Fashion","Home Appliances","Home Appliances"
"biodance mask","Beauty & Personal Care","Beauty","Beauty","Beauty"
"bellyfly","Home & Living","Health","Health","Health"
"skintific skincare","Beauty & Personal Care","Beauty","Beauty","Beauty"
"redmi harry potter","Mobile & Gadgets","Audio","Mobile & Gadgets","Stationery"
"decathlon singapore online","Sports & Outdoors",,,
"biodance mask","Beauty & Personal Care","Beauty","Beauty","Beauty"
"160 cm table","Home & Living","Home & Living","Home & Living",
"what to eat at bugis","Lifestyle",,,
"苹果胶","Health & Wellness","Health & Wellness","Health & Wellness",
"verish bra","Women's Apparel","Women Clothes","Women Clothes","Women Clothes"
"beauty of joseon singapore","Beauty & Personal Care","Beauty","Beauty","Beauty"
"kindle kids","Hobbies & Books","Mobile & Gadgets","Mobile & Gadgets",
"blackpink starbucks cup","Home & Living","Home & Living","Home & Living","Home & Living"
"black garlic coffee","Food & Beverages","Health","Food & Beverages","Food & Beverages"
"arai shirt","Men's Wear","Men's Wear","Sports & Outdoors",
"preserved flowers singapore","Home & Living","Home & Living",,
"crnk","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"batu cincin","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"ssbb","Health & Wellness","Health & Wellness","Health & Wellness",
"google pixel watch 2 singapore","Watches","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"miyoo mini plus","Video Games","Gaming & Consoles","Gaming & Consoles","Gaming & Consoles"
"coldplay merch","Hobbies & Books",,"Men's Wear",
"mis av","Home Appliances",,,
"lp somboon","Jewellery & Accessories","Home & Living","Home & Living","Home & Living"
"booknook","Hobbies & Books","Toys, Kids & Babies",,
"a54 samsung","Mobile & Gadgets",,"Mobile & Gadgets",
"sennheiser singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"tp-link","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"wrapping paper","Home & Living","Home & Living","Home & Living","Home & Living"
"sggirl","Others","Jewellery & Accessories",,
"singapore zoo tickets","Dining, Travel & Services","Dining, Travel & Services","Dining, Travel & Services",
"emuaid singapore","Health & Wellness",,,
"loreal singapore","Beauty & Personal Care",,"Beauty & Personal Care",
"live up membership","Others",,,
"national day promotion","Others","Men Clothes","Food & Beverages","Food & Beverages"
"hour boutique","Watches","Watches",,
"mattress singapore","Home & Living","Toys, Kids & Babies","Home & Living",
"computer table singapore","Home & Living","Home & Living","Home & Living",
"vimax singapore","Others","Health & Wellness","Health & Wellness",
"computer-monitor","Computers & Peripherals",,,
"deep freezer","Home Appliances","Home Appliances","Home Appliances",
"dehumidifier","Home Appliances","Home & Living","Home & Living","Home & Living"
"great singapore sale","Others",,"Mobile & Gadgets",
"teva sandals singapore","Men's Shoes","Men's Shoes",,
"sticker printing singapore","Home & Living","Home & Living","Home & Living",
"vanguard sheet","Home & Living","Home & Living","Home & Living",
"dr groot shampoo review","Beauty & Personal Care",,,
"chamomile tea singapore","Food & Beverages",,"Food & Beverages",
"where to buy elmer's glue in singapore","Toys, Kids & Babies",,,
"teva sandals singapore","Men's Shoes","Men's Shoes",,
"rhino-shield","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"beyblade singapore","Toys, Kids & Babies","Toys, Kids & Babies",,
"beurer singapore","Health & Wellness","Home & Living","Health & Wellness",
"casterly laptop","Computers & Peripherals","Men's Wear",,
"naranjan electronics","Mobile & Gadgets","Mobile & Gadgets",,
"27 inch monitor","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals"
"ironing board singapore","Home & Living","Home & Living",,
"yamazaki 12 singapore","Food & Beverages",,,
"multi cooker","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"buds cosmetics","Beauty & Personal Care",,"Beauty & Personal Care",
"bleach movie singapore","Hobbies & Books",,,
"kiddopotamus stroller","Toys, Kids & Babies","Toys, Kids & Babies",,
"water tap","Home & Living","Home & Living","Home & Living",
"we daily hand sanitizer","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"children surgical mask","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"we daily hand sanitizer","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"q posket","Hobbies & Books","Hobbies & Books","Hobbies & Books",
"nixon backpack","Men's Bags","Watches","Men's Bags",
"children surgical mask","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"redmi note 8 pro","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"nixon backpack","Men's Bags","Watches","Men's Bags",
"american standard singapore","Home & Living","Home Appliances","Mom & Baby","Mom & Baby"
"california gold nutrition","Health & Wellness","Health & Wellness","Health & Wellness",
"samsung tab a 10.1","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"mous case","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"samsung a51 price in singapore","Mobile & Gadgets",,,
"18650 battery singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"sabbat e12","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"anker soundcore liberty air","Mobile & Gadgets","Mobile & Gadgets","Home Appliances",
"nespresso essenza mini","Home Appliances","Food & Beverages","Home Appliances",
"teacher's day gift","Lifestyle","Home & Living","Jewellery & Accessories",
"braun buffel singapore","Men's Bags","Men's Bags",,
"rolex wall clock","Home & Living","Home & Living","Home & Living",
"waterproof winter boots singapore","Women's Shoes","Women Shoes","Men Shoes","Women Shoes"
"face paint singapore","Toys, Kids & Babies","Home & Living",,
"mahjong set singapore","Hobbies & Books","Home & Living","Hobbies & Books",
"half boiled egg maker","Home & Living","Home & Living","Home & Living",
"vhive sg","Home & Living",,"Home & Living",
"lussocitta","Women's Bags",,"Women's Bags",
"chromecast audio singapore","Mobile & Gadgets",,,
"seventeen berry crush lip stain","Beauty & Personal Care",,"Beauty & Personal Care",
"singapore iptv","Home Appliances","Home Appliances","Home Appliances",
"nexcare face mask","Health & Wellness","Home & Living","Home & Living",
"sliding door lock singapore","Home & Living","Home & Living","Mom & Baby","Mom & Baby"
"fabric glue singapore","Home & Living","Home & Living","Home & Living",
"wmf","Home & Living","Home & Living","Home & Living","Home & Living"
"online delivery singapore","Others",,,
"lussocitta","Women's Bags",,"Women's Bags",
"alcosan hand sanitizer","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"kids smart watch","Toys, Kids & Babies","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"bake with yen tampines","Food & Beverages",,,
"promescent singapore","Miscellaneous",,,
"gas stove burner","Home Appliances","Home Appliances","Home Appliances",
"noel hamper","Home & Living","Home & Living",,
"romand","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"card games","Hobbies & Books","Hobbies & Books","Hobbies & Books","Hobbies & Books"
"wired doorbell","Home & Living","Home & Living","Home & Living","Home & Living"
"bohemian dresses","Women's Apparel","Women's Apparel","Women's Apparel",
"spa near me","Lifestyle",,,
"omnidesk singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"omnidesk singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"hooga sg","Home & Living","-",,
"plant rack","Home & Living","Home & Living","Home & Living","Home & Living"
"europace air fryer","Home Appliances","Home Appliances","Home Appliances",
"father's day gift singapore","Lifestyle",,,
"shredding machine","Home & Living","Home & Living","Home & Living",
"magic sponge","Home & Living","Home & Living","Home & Living",
"black friday sales","Platform Terms (Lazada / Shopee)","Men Clothes","Beauty","Beauty"
"elmark ceiling fan","Home Appliances","Home Appliances",,
"money pulling cake","Food & Beverages","Food & Beverages","Food & Beverages",
"money pulling cake","Food & Beverages","Food & Beverages","Food & Beverages",
"earthen pot","Home & Living","Home & Living",,
"magic sponge","Home & Living","Home & Living","Home & Living",
"singapore room divider","Home & Living",,,
"plastics sheet","Home & Living","Home & Living","Home & Living",
"osim massage chair","Home & Living","Home & Living","Home & Living",
"meadow chips","Food & Beverages","Food & Beverages","Food & Beverages",
"cycling shorts padded","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"soundpeats","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"shopeemall","Platform Terms (Lazada / Shopee)","Mobile & Gadgets",,
"robot cleaner singapore","Home Appliances","Home Appliances",,
"allpresan pro footcare","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"susenji mofa","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"cooker induction","Home Appliances","Home Appliances","Home Appliances",
"adidas backpack","Sports & Outdoors","Women's Bags","Women's Bags","Men's Bags"
"my mum's cookies","Food & Beverages","Food & Beverages","Food & Beverages",
"laneige neo cushion","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"boxing glove singapore","Sports & Outdoors","Sports & Outdoors",,
"yuwell oximeter","Health & Wellness","Health & Wellness",,
"singapore room divider","Home & Living",,,
"xiaomi fan singapore","Home Appliances",,"Home Appliances",
"filing folder","Home & Living","Home & Living",,
"gilette shaver","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"punk 57","Hobbies & Books",,"Men's Wear",
"door curtain","Home & Living","Home & Living","Home & Living","Home & Living"
"school backpack","Kids Fashion","Women's Bags","Women's Bags","Sports & Outdoors"
"sulfate free shampoo singapore","Beauty & Personal Care",,,
"diffuser aromatherapy","Home & Living","Home & Living","Home & Living",
"xbox controller","Video Games","Video Games","Video Games","Video Games"
"photo printer portable","Cameras & Drones","Computers & Peripherals","Cameras & Drones",
"pleated dresses","Women's Apparel","Women's Apparel","Women's Apparel",
"tucker cap","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"ferrero rocher chocolate","Food & Beverages","Food & Beverages","Food & Beverages",
"sunnies face","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"russell taylor bread maker","Home Appliances","Home & Living",,
"retractable clothes hanger","Home & Living","Home & Living","Home & Living",
"eyescandy","Others",,,
"naengmyeon singapore","Food & Beverages",,"Food & Beverages",
"desk l shaped","Home & Living","Home & Living","Home & Living",
"microwavable container","Home & Living","Home & Living",,
"nike shorts","Men's Wear","Men's Wear","Men's Wear","Men's Wear"
"redmi note 10 pro 5g","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"dishwashing glove","Home & Living","Home & Living","Home & Living",
"entro cycles","Sports & Outdoors","Sports & Outdoors",,
"among us pop it","Toys, Kids & Babies","Toys, Kids & Babies","Hobbies & Books",
"taylor swift merch","Hobbies & Books","Men's Wear","Hobbies & Books",
"best personal trainer singapore","Lifestyle",,,
"transtar travel bus ticket","Dining, Travel & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services","Home & Living"
"pump bike","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"ingco singapore","Home & Living","Hobbies & Collections","Home & Living","Home & Living"
"flagship games","Hobbies & Books","Computers & Peripherals",,
"avenys","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"where to buy stamps singapore","Home & Living",,,
"xdrop","Health & Wellness","Health & Wellness","Health & Wellness",
"spotify keychain","Jewellery & Accessories","Jewellery & Accessories","Women's Bags",
"iphone 12 pro max case","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"square tables","Home & Living","Home & Living","Home & Living",
"unicycles","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"elextrolux oven","Home Appliances",,"Home Appliances",
"gmk keycaps","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"gmk keycaps","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"self photo studio singapore","Lifestyle","Cameras & Drones","Cameras & Drones","Cameras & Drones"
"arccoil","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"jjambong","Food & Beverages","Food & Beverages","Food & Beverages",
"watch storage box","Watches","Watches","Watches","Watches"
"sister ann eyeliner","Beauty & Personal Care",,,"Beauty & Personal Care"
"bidet toilet seat","Home & Living","Home & Living","Home & Living",
"飞机 杯","Miscellaneous","Health","Health","Health"
"hans grohe singapore","Home & Living",,,
"abalone","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"hans grohe singapore","Home & Living",,,
"adidas slide","Men's Shoes","Men's Shoes","Men's Shoes",
"dell monitor singapore","Computers & Peripherals","Computers & Peripherals",,
"microwave proof roasting rack","Home & Living",,,
"flip phone singapore","Mobile & Gadgets","Mobile & Gadgets",,
"bath and bodyworks singapore","Beauty & Personal Care",,"Beauty & Personal Care",
"山河令","Hobbies & Books","Hobbies & Books","Hobbies & Books","Hobbies & Books"
"germkill","Health & Wellness","Home & Living","Home & Living",
"greenleif","Home & Living",,"Health & Wellness",
"combiderm cream","Health & Wellness","Beauty & Personal Care","Beauty & Personal Care",
"千古玦尘","Hobbies & Books","Hobbies & Books",,
"uzui","Hobbies & Books",,"Hobbies & Books",
"skylight abalone gift set","Food & Beverages","Food & Beverages",,
"cake mixer","Home Appliances","Home Appliances","Home Appliances",
"singer sewing machine","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"muscat grapes singapore","Food & Beverages",,,
"track light","Home & Living","Home & Living","Home & Living","Home & Living"
"qishan","Video Games","Jewellery & Accessories","Video Games",
"peephole camera","Home & Living","Cameras & Drones","Cameras & Drones",
"xiaomi airdots pro","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"homepod mini singapore","Mobile & Gadgets","Mobile & Gadgets",,
"homepod mini singapore","Mobile & Gadgets","Mobile & Gadgets",,
"razer viper ultimate","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"homepod mini singapore","Mobile & Gadgets","Mobile & Gadgets",,
"ka capsule","Home & Living","Home & Living","Home & Living","Home & Living"
"begasso bicycle","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"nanoleaf","Home & Living","Home & Living","Home & Living",
"pvc sheet singapore","Home & Living","Home & Living","Home & Living",
"2021 diary","Home & Living","Home & Living","Home & Living",
"golden mile mookata","Lifestyle",,,
"kim choo dumpling","Food & Beverages","Food & Beverages","Food & Beverages",
"bimba y lola bags","Women's Bags","Women's Bags","Women's Bags",
"model o wireless","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"digital clock","Home & Living","Home & Living","Home & Living","Home & Living"
"hachiko folding bike","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"lunar calendar 2020","Home & Living","Home & Living","Home & Living",
"portable bbq","Home Appliances","Sports & Outdoors","Sports & Outdoors","Home & Living"
"smart watch singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"hearing aids singapore","Health & Wellness","Health & Wellness",,
"wireless doorbell","Home & Living","Home & Living","Home & Living","Home & Living"
"leather messenger bag singapore","Men's Bags","Men Bags","Men Bags","Men Bags"
"casio calculator singapore","Home & Living","Home & Living",,
"bath and bodyworks","Beauty & Personal Care","Beauty & Personal Care","Home & Living",
"bicycle bag","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"toy or games","Video Games","Toys, Kids & Babies",,
"packaging boxes","Home & Living","Home & Living","Home & Living",
"plastic drawer cabinet","Home & Living","Home & Living","Home & Living",
"cny decorations","Home & Living","Home & Living","Home & Living","Home & Living"
"hooga plaza singapura","Home & Living",,,
"arthesdam jewellery","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"software engineer intern","Platform Terms (Lazada / Shopee)","Men Clothes","Men Clothes","Men Clothes"
"lee mart","Food & Beverages","Food & Beverages","Food & Beverages",
"philips downlight","Home & Living","Home & Living","Home & Living",
"plastic drawer cabinet","Home & Living","Home & Living","Home & Living",
"bath and bodyworks","Beauty & Personal Care","Beauty & Personal Care","Home & Living",
"pictures in frames","Home & Living","Home & Living","Home & Living",
"outdoor lights singapore","Home & Living","Home & Living","Sports & Outdoors","Sports & Outdoors"
"fitbit charge 4","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"playstation 5 pre order singapore","Video Games",,,
"bosch dishwasher singapore","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
